RegNo,HerdCode,CalvePeriod,CalveDate,SingleDouble,Sex1,Weight1,CalveCondition1,Sex2,Weight2,CalveCondition2,SpermNo,CalveState,registerdatejalali
3.64099E+14,,3,1379/09/26,2,1,9999,1,2,0,1,3.64099E+14,999,
3.64099E+14,,4,1380/10/30,1,1,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,5,1381/10/10,1,1,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,6,1382/09/27,1,1,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,7,1383/10/06,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,8,1384/10/05,1,2,38,1,999,0,999,8.4E+14,999,
3.64099E+14,,9,1385/09/19,1,1,43,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1378/04/19,1,2,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1379/03/26,1,2,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1378/07/08,1,1,9999,999,999,0,999,0,999,
3.64099E+14,,2,1379/06/20,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1381/07/12,1,2,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1378/06/10,1,2,9999,1,999,0,999,1.24E+14,999,
3.64099E+14,,1,1378/06/06,1,1,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1378/09/28,1,1,9999,999,999,0,999,0,999,
3.64099E+14,,1,1378/09/20,1,1,9999,999,999,0,999,0,999,
3.64099E+14,,1,1378/09/09,1,1,9999,999,999,0,999,0,999,
3.64099E+14,,2,1379/11/08,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1381/01/19,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1382/12/15,1,1,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,5,1383/11/08,1,2,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,6,1384/11/05,2,1,32,1,2,30,1,3.64099E+14,999,
3.64099E+14,,7,1385/12/09,1,2,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1378/09/20,1,1,9999,999,999,0,999,0,999,
3.64099E+14,,2,1379/09/08,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1380/09/15,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1381/09/06,1,1,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,5,1382/08/27,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,6,1383/09/03,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1378/09/26,1,2,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1380/11/28,1,1,41,1,999,0,999,3.64099E+14,1,
3.64099E+14,,4,1382/06/16,1,1,41,1,999,9999,999,3.64099E+14,999,
3.64099E+14,,5,1383/06/21,1,1,41,1,999,0,999,3.64099E+14,1,
3.64099E+14,,5,1383/12/03,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,6,1384/11/28,2,1,30,1,1,32,1,8.4E+14,999,
3.64099E+14,,1,1378/10/15,1,2,9999,999,999,0,999,0,999,
3.64099E+14,,2,1379/11/04,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1381/01/21,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1382/12/20,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,5,1383/12/25,1,2,38,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1378/11/14,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1380/02/20,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1381/07/10,1,1,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1382/12/29,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1379/10/13,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1381/10/14,1,2,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1379/09/16,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1379/11/17,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1380/11/16,1,1,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1381/12/04,1,1,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1382/12/03,1,2,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,5,1383/11/18,1,1,43,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1379/02/07,1,1,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1380/01/02,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1380/11/27,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1382/01/25,1,1,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,5,1383/02/12,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,6,1384/02/05,2,1,30,1,3,28,1,8.4E+14,999,
3.64099E+14,,7,1385/02/23,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1379/07/12,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1380/06/23,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1381/05/25,1,1,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1382/09/05,1,1,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,5,1383/10/19,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,6,1384/11/05,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1382/02/12,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1383/06/20,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,5,1384/11/23,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1379/11/06,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1381/01/23,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1382/01/10,1,1,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1383/02/11,2,1,9999,1,2,0,1,3.64099E+14,999,
3.64099E+14,,5,1384/01/27,1,2,39,1,999,0,999,8.4E+14,999,
3.64099E+14,,3,1381/11/18,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1382/10/05,1,2,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,5,1383/09/22,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,6,1384/10/12,1,2,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1380/01/01,1,999,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1381/01/18,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1382/04/12,1,1,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1383/06/17,1,1,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,5,1384/12/19,1,2,46,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1380/02/22,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1381/03/18,1,1,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1381/05/01,1,1,0,999,999,0,999,0,999,
3.64099E+14,,3,1382/12/24,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1383/12/29,1,1,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,5,1385/03/26,1,1,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1381/06/01,1,1,0,999,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1380/06/20,1,2,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1381/05/07,1,1,0,999,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1384/06/08,1,1,39,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1381/05/01,1,1,0,999,999,0,999,0,999,
3.64099E+14,,3,1382/03/26,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1383/09/14,1,1,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1380/08/05,1,2,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1381/07/29,1,2,0,999,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1382/03/26,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1384/02/23,1,2,39,1,999,0,999,8.4E+14,999,
3.64099E+14,,5,1385/02/10,1,1,40,1,999,0,999,0,999,
3.64099E+14,,2,1381/10/28,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1381/01/21,1,2,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1383/02/07,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1384/10/06,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1381/01/24,1,2,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1382/12/16,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1381/05/07,1,1,0,999,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1382/06/25,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1383/06/03,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1384/06/01,1,1,41,1,999,0,999,8.4E+14,999,
3.64099E+14,,1,1381/09/28,1,2,0,999,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1382/10/08,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1384/01/14,1,2,39,1,999,0,999,8.4E+14,999,
3.64099E+14,,4,1385/02/04,1,2,43,1,999,0,999,3.64099E+14,999,
3.64099E+14,,5,1386/01/30,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1381/09/28,1,2,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1383/01/28,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1384/03/25,1,1,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1381/10/05,1,1,0,999,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1382/09/10,1,2,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1383/08/22,1,2,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1384/07/24,1,1,38,1,999,0,999,3.64099E+14,999,
3.64099E+14,,5,1385/08/30,1,2,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1381/10/12,1,1,0,999,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1383/07/05,1,1,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1385/01/15,1,2,45,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1381/11/07,1,2,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1382/12/09,1,2,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1383/12/05,1,1,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1384/11/07,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1382/04/12,1,1,43,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1383/10/30,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1385/01/18,1,1,45,1,999,0,999,0,999,
3.64099E+14,,5,1386/01/13,1,1,45,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1382/12/21,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1383/11/20,1,1,38,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1382/03/18,1,2,38,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1383/03/22,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1384/04/15,1,1,41,1,999,0,999,8.4E+14,999,
3.64099E+14,,4,1385/03/21,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1382/02/09,1,2,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1383/01/27,1,2,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1384/01/11,1,2,40,1,999,0,999,8.4E+14,999,
3.64099E+14,,4,1385/04/09,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1382/09/30,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1383/10/13,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1384/10/18,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,5,1385/11/13,1,2,45,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1382/02/19,1,2,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1383/02/29,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1384/06/02,1,1,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1385/05/06,1,2,38,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1383/02/29,1,2,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1383/02/10,1,2,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1384/03/11,1,2,40,1,999,0,999,8.4E+14,999,
3.64099E+14,,1,1382/06/03,1,2,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1383/05/17,1,1,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1384/06/09,1,1,40,1,999,0,999,8.4E+14,999,
3.64099E+14,,4,1385/05/26,2,1,35,1,2,33,1,3.64099E+14,999,
3.64099E+14,,1,1383/02/24,1,2,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1384/03/01,1,1,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1382/05/06,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1383/10/29,1,2,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1382/05/03,1,2,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1383/04/22,1,2,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1384/04/05,1,2,39,1,999,0,999,8.4E+14,999,
3.64099E+14,,4,1385/04/17,1,2,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1383/04/27,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1384/07/11,1,1,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1382/09/01,1,2,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1382/09/26,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1383/08/13,1,1,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1385/04/06,1,1,44,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1382/09/10,1,1,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1382/09/12,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1384/03/22,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1385/02/28,1,2,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1382/08/30,1,1,43,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1383/06/28,1,1,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1384/10/12,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1382/10/06,1,2,0,4,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1383/09/17,1,2,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1385/04/08,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1382/12/04,1,1,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1383/12/19,1,2,38,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1385/11/19,1,1,44,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1382/11/28,1,2,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1383/11/17,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1385/01/07,1,1,45,1,999,0,999,8.4E+14,999,
3.64099E+14,,1,1382/12/04,1,2,0,4,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1383/11/13,2,1,31,1,2,28,1,3.64099E+14,999,
3.64099E+14,,3,1385/01/22,1,2,43,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1382/12/09,1,1,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1383/02/27,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1384/02/24,1,2,39,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1385/07/25,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1383/02/27,1,1,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1384/02/09,1,1,39,1,999,0,999,8.4E+14,999,
3.64099E+14,,1,1383/09/11,1,1,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1384/08/19,1,2,39,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1383/03/12,1,2,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1384/05/04,1,2,40,1,999,0,999,8.4E+14,999,
3.64099E+14,,3,1385/05/15,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1383/12/01,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1385/06/25,1,1,44,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1384/07/07,1,2,40,1,999,0,999,8.4E+14,999,
3.64099E+14,,2,1384/03/03,1,2,39,1,999,0,999,8.4E+14,999,
3.64099E+14,,3,1385/03/11,1,1,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1383/03/11,1,1,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1384/07/10,1,1,41,1,999,0,999,8.4E+14,999,
3.64099E+14,,3,1385/09/17,1,1,45,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1383/08/18,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1385/02/22,1,2,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1383/09/15,1,1,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1384/08/14,1,1,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1385/08/25,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1385/03/10,1,1,0,4,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1384/08/21,1,2,38,1,999,0,999,8.4E+14,999,
3.64099E+14,,2,1385/09/08,1,2,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1384/06/20,1,1,42,1,999,0,999,8.4E+14,999,
3.64099E+14,,2,1385/07/05,1,2,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1385/02/30,1,1,41,1,999,0,999,8.4E+14,999,
3.64099E+14,,1,1384/08/30,1,1,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1385/09/20,1,2,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1384/11/19,1,2,40,1,999,0,999,8.4E+14,999,
3.64099E+14,,2,1385/12/14,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1384/11/22,1,2,0,4,999,0,999,8.4E+14,999,
3.64099E+14,,2,1385/11/01,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1384/11/26,1,2,0,4,999,0,999,8.4E+14,999,
3.64099E+14,,2,1385/11/04,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1383/09/06,1,1,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1385/01/23,1,1,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1383/11/20,1,1,38,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1385/03/22,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1383/12/12,1,2,36,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1385/06/25,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1384/10/06,1,1,39,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1385/09/20,1,2,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1384/01/29,1,2,38,1,999,0,999,8.4E+14,999,
3.64099E+14,,2,1385/02/07,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1386/02/03,1,2,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1384/01/29,1,2,39,1,999,0,999,8.4E+14,999,
3.64099E+14,,2,1385/11/04,1,1,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1384/04/25,1,2,38,1,999,0,999,8.4E+14,999,
3.64099E+14,,2,1385/04/31,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1384/06/22,1,2,38,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1384/05/13,1,2,40,1,999,0,999,8.4E+14,999,
3.64099E+14,,2,1385/11/11,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1384/01/19,1,2,40,1,999,0,999,8.4E+14,999,
3.64099E+14,,2,1384/12/09,1,2,40,1,999,0,999,8.4E+14,999,
3.64099E+14,,3,1385/11/01,1,2,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1384/05/20,1,2,40,1,999,0,999,8.4E+14,999,
3.64099E+14,,2,1385/06/16,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1384/07/04,1,1,40,1,999,0,999,8.4E+14,999,
3.64099E+14,,2,1385/08/22,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1384/04/10,1,2,38,1,999,0,999,8.4E+14,999,
3.64099E+14,,2,1385/08/15,1,1,45,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1384/05/25,1,1,40,1,999,0,999,8.4E+14,999,
3.64099E+14,,2,1386/01/11,1,2,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1387/03/11,999,2,0,999,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1384/11/30,1,1,41,1,999,0,999,8.4E+14,999,
3.64099E+14,,2,1385/12/04,1,1,43,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1385/09/16,1,2,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1385/04/13,1,1,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1385/02/11,1,2,48,1,999,0,999,1.24E+14,999,
3.64099E+14,,1,1385/04/21,1,1,40,1,999,0,999,8.4E+14,999,
3.64099E+14,,1,1385/04/12,1,1,40,1,999,0,999,8.4E+14,999,
3.64099E+14,,1,1385/11/19,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1385/04/21,1,2,40,1,999,0,999,8.4E+14,999,
3.64099E+14,,1,1385/04/13,1,2,40,1,999,0,999,8.4E+14,999,
3.64099E+14,,1,1385/03/02,1,2,38,1,999,0,999,8.4E+14,999,
3.64099E+14,,1,1385/04/11,1,1,40,1,999,0,999,1.24E+14,999,
3.64099E+14,,1,1385/04/12,1,1,42,1,999,0,999,8.4E+14,999,
3.64099E+14,,1,1385/05/11,1,2,40,1,999,0,999,8.4E+14,999,
3.64099E+14,,1,1385/05/04,1,2,40,1,999,0,999,8.4E+14,999,
3.64099E+14,,1,1385/02/08,1,1,41,1,999,0,999,0,999,
3.64099E+14,,1,1385/06/01,1,2,35,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1386/06/27,1,2,44,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1388/11/17,1,2,38,1,999,999,999,3.64099E+14,1,
3.64099E+14,,3,1390/05/31,1,1,999,1,999,999,999,0,1,
3.64099E+14,,1,1385/08/28,1,2,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1385/09/12,1,2,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1385/08/08,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1385/08/21,2,1,38,1,3,33,1,3.64099E+14,999,
3.64099E+14,,1,1386/04/18,1,1,44,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1388/02/15,1,1,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1385/09/04,1,1,45,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1385/11/23,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1385/10/15,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1385/11/20,1,1,45,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1386/02/18,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1387/03/22,1,2,43,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1389/03/09,1,2,999,1,999,999,999,3.64099E+14,1,
3.64099E+14,,1,1386/02/31,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1387/03/14,1,2,40,1,999,0,999,8.4E+14,999,
3.64099E+14,,3,1388/06/14,1,2,39,999,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1386/03/03,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1386/03/09,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1387/04/05,1,1,44,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1389/01/11,1,1,40,1,999,999,999,0,1,
3.64099E+14,,1,1385/11/25,1,1,41,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1386/03/06,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1387/07/07,1,1,44,1,999,0,999,1.24E+14,999,
3.64099E+14,,3,1388/10/24,1,1,40,1,999,999,1,3.64099E+14,1,
3.64099E+14,,4,1389/10/17,1,1,999,1,999,999,999,3.64099E+14,1,
3.64099E+14,,1,1386/02/23,1,2,38,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1387/03/22,1,2,42,1,999,9999,999,3.64099E+14,999,
3.64099E+14,,3,1388/04/15,1,1,42,999,999,0,999,0,999,
3.64099E+14,,4,1389/06/29,1,1,41,1,999,999,999,0,1,
3.64099E+14,,5,1390/06/28,1,2,999,1,999,999,999,8.4E+14,1,
3.64099E+14,,6,1391/09/24,1,1,999,1,999,999,999,0,1,
3.64099E+14,,1,1385/12/19,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1386/01/28,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1386/04/05,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1387/03/24,1,2,41,1,999,0,999,8.4E+14,999,
3.64099E+14,,1,1386/03/20,1,1,44,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1387/09/10,1,2,43,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1388/11/22,1,1,40,1,999,999,999,3.64099E+14,1,
3.64099E+14,,4,1389/12/06,2,1,29,1,1,30,1,8.4E+14,1,
3.64099E+14,,5,1390/12/19,1,2,40,999,999,999,999,8.4E+14,1,
3.64099E+14,,1,1386/06/08,1,2,44,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1387/06/08,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1388/06/01,1,2,41,999,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1389/05/26,1,2,43,1,999,999,999,8.4E+14,1,
3.64099E+14,,5,1390/06/09,1,2,40,1,999,999,999,8.4E+14,1,
