RegNo,HerdCode,CalvePeriod,CalveDate,SingleDouble,Sex1,Weight1,CalveCondition1,Sex2,Weight2,CalveCondition2,SpermNo,CalveState,registerdatejalali
3.64009E+14,,4,1403/02/26,2,2,999,1,2,999,999,8.40003E+14,1,1403/03/15
3.64009E+14,,1,1399/02/30,1,2,999,1,999,999,999,8.40003E+14,1,1399/03/08
3.64009E+14,,2,1400/03/25,1,1,999,999,999,999,999,8.40003E+14,2,1400/04/07
3.64009E+14,,3,1401/05/01,1,1,999,999,999,999,999,8.40003E+14,1,1401/06/14
3.64009E+14,,1,1399/03/05,1,2,999,1,999,999,999,8.40003E+14,1,1399/03/08
3.64009E+14,,2,1400/09/29,1,2,999,999,999,999,999,8.40003E+14,1,1400/10/05
3.64009E+14,,3,1401/12/10,1,2,43,1,999,999,999,8.40003E+14,1,1402/01/12
3.64009E+14,,4,1403/05/05,1,1,999,1,999,999,999,8.40003E+14,1,1403/06/28
3.64009E+14,,1,1399/10/22,1,2,999,1,999,999,999,8.40003E+14,1,1399/11/04
3.64009E+14,,1,1399/07/15,1,1,999,999,999,999,999,8.40003E+14,1,1399/10/07
3.64009E+14,,1,1399/04/08,1,1,999,1,999,999,999,8.40003E+14,1,1399/04/10
3.64009E+14,,2,1400/12/17,1,1,999,999,999,999,999,8.40003E+14,1,1401/01/12
3.64009E+14,,3,1402/02/21,2,2,35,1,2,35,999,8.40003E+14,1,1402/04/15
3.64009E+14,,1,1399/05/11,1,1,999,1,999,999,999,8.40003E+14,1,1399/06/10
3.64009E+14,,2,1400/06/27,1,1,999,999,999,999,999,8.40003E+14,1,1400/07/06
3.64009E+14,,3,1401/08/26,1,2,45,999,999,999,999,8.40003E+14,1,
3.64009E+14,,4,1403/05/13,1,1,38,1,999,999,999,8.40003E+14,1,1403/06/28
3.64009E+14,,1,1399/04/14,1,999,999,999,999,999,999,8.40003E+14,2,1399/06/10
3.64009E+14,,1,1399/05/24,1,2,999,4,999,999,999,8.40003E+14,2,1399/06/10
3.64009E+14,,2,1400/05/30,2,1,999,999,2,999,999,8.40003E+14,1,1400/06/07
3.64009E+14,,3,1401/06/09,1,1,999,999,999,999,999,8.40003E+14,1,1401/06/14
3.64009E+14,,4,1402/08/05,2,4,33,1,3,32,999,8.40003E+14,1,1402/10/22
3.64009E+14,,1,1399/06/01,1,1,999,1,999,999,999,8.40003E+14,1,1399/07/05
3.64009E+14,,2,1400/06/21,1,1,999,999,999,999,999,8.40003E+14,1,1400/07/06
3.64009E+14,,3,1401/09/09,2,2,36,999,1,35,999,8.40003E+14,1,
3.64009E+14,,4,1402/11/23,1,1,39,1,999,999,999,8.40003E+14,1,1403/03/15
3.64009E+14,,1,1400/04/23,1,1,999,999,999,999,999,1.24E+14,1,1400/05/04
3.64009E+14,,1,1399/10/16,1,1,999,1,999,999,999,8.40003E+14,1,1399/11/04
3.64009E+14,,1,1399/08/15,1,2,999,999,999,999,999,8.40003E+14,1,1399/10/07
3.64009E+14,,2,1400/08/19,1,1,999,999,999,999,999,8.40003E+14,1,1400/09/04
3.64009E+14,,3,1401/09/08,2,2,36,999,1,35,999,8.40003E+14,1,
3.64009E+14,,4,1403/01/29,1,2,38,1,999,999,999,8.40003E+14,1,1403/03/15
3.64009E+14,,1,1399/10/04,1,1,999,999,999,999,999,8.40003E+14,1,1399/10/07
3.64009E+14,,2,1400/09/14,1,2,999,999,999,999,999,8.40003E+14,1,1400/10/05
3.64009E+14,,3,1401/09/12,1,2,44,999,999,999,999,8.40003E+14,1,
3.64009E+14,,4,1402/10/17,1,1,39,1,999,999,999,8.40003E+14,1,1403/03/15
3.64009E+14,,1,1399/11/20,1,2,999,999,999,999,999,8.40003E+14,1,1399/12/11
3.64009E+14,,1,1399/10/29,1,2,999,1,999,999,999,8.40003E+14,1,1399/11/04
3.64009E+14,,2,1400/11/01,1,1,999,999,999,999,999,8.40003E+14,1,1400/11/07
3.64009E+14,,3,1401/11/30,1,2,42,1,999,999,999,8.40003E+14,1,1402/01/12
3.64009E+14,,4,1402/12/15,1,2,999,1,999,999,999,8.40003E+14,1,1403/03/15
3.64009E+14,,1,1399/11/05,1,2,999,999,999,999,999,8.40003E+14,1,1399/12/11
3.64009E+14,,1,1400/01/13,1,2,999,999,999,999,999,8.40003E+14,1,1400/01/30
3.64009E+14,,2,1401/01/30,2,999,999,999,999,999,999,8.40003E+14,2,1401/02/05
3.64009E+14,,1,1399/11/26,1,2,999,999,999,999,999,8.40003E+14,1,1399/12/11
3.64009E+14,,1,1399/11/24,1,2,999,999,999,999,999,8.40003E+14,1,1399/12/11
3.64009E+14,,2,1401/07/04,1,2,999,1,999,999,999,8.40003E+14,2,1401/07/16
3.64009E+14,,3,1402/10/25,1,2,40,1,999,999,999,8.40003E+14,1,1403/03/15
3.64009E+14,,1,1400/02/31,1,1,999,999,999,999,999,8.40003E+14,1,1400/03/06
3.64009E+14,,2,1401/07/06,1,2,42,999,999,999,999,8.40003E+14,1,
3.64009E+14,,3,1402/06/01,1,999,999,999,999,999,999,0,2,1403/06/28
3.64009E+14,,4,1403/05/05,1,1,999,1,999,999,999,8.40003E+14,1,1403/06/28
3.64009E+14,,1,1399/11/27,1,1,999,999,999,999,999,8.40003E+14,1,1399/12/11
3.64009E+14,,2,1401/01/09,1,1,999,999,999,999,999,8.40003E+14,1,1401/02/05
3.64009E+14,,1,1400/01/09,1,2,999,999,999,999,999,8.40003E+14,1,1400/01/30
3.64009E+14,,2,1401/04/26,1,1,42,999,999,999,999,8.40003E+14,1,
3.64009E+14,,3,1402/09/14,1,2,38,1,999,999,999,8.40003E+14,1,1402/10/16
3.64009E+14,,1,1400/08/08,1,2,999,999,999,999,999,8.40003E+14,1,1400/09/04
3.64009E+14,,1,1400/03/10,1,1,999,999,999,999,999,8.40003E+14,1,1400/04/07
3.64009E+14,,1,1400/02/29,1,2,999,999,999,999,999,8.40003E+14,1,1400/03/06
3.64009E+14,,2,1401/03/21,1,1,999,999,999,999,999,8.40003E+14,1,1401/04/04
3.64009E+14,,3,1403/02/06,1,999,41,1,999,999,999,8.40003E+14,2,1403/03/15
3.64009E+14,,1,1400/02/24,1,2,999,999,999,999,999,8.40003E+14,1,1400/03/06
3.64009E+14,,2,1401/02/10,2,2,999,1,1,999,999,8.40003E+14,2,1401/03/21
3.64009E+14,,3,1402/06/01,1,1,999,1,999,999,999,8.40003E+14,1,1402/06/17
3.64009E+14,,1,1400/02/25,1,2,999,999,999,999,999,8.40003E+14,1,1400/03/06
3.64009E+14,,2,1402/09/23,1,1,999,1,999,999,999,8.40003E+14,1,1402/10/16
3.64009E+14,,1,1393/04/08,1,1,999,1,999,999,999,0,1,
3.64009E+14,,2,1394/03/20,1,2,40,999,999,999,999,3.64099E+14,1,
3.64009E+14,,1,1391/08/09,1,2,40,999,999,999,999,8.4E+14,1,
3.64009E+14,,2,1392/12/08,1,2,40,999,999,999,999,3.64099E+14,1,
3.64009E+14,,3,1394/04/15,1,2,999,1,999,999,999,0,1,
3.64009E+14,,1,1392/04/26,999,1,999,1,999,999,999,0,1,
3.64009E+14,,2,1393/05/30,1,2,41,999,999,999,999,3.64099E+14,1,
3.64009E+14,,3,1394/05/03,1,1,999,1,999,999,999,0,1,
3.64009E+14,,1,1393/03/08,1,2,38,999,999,999,999,8.4E+14,1,
3.64009E+14,,2,1394/03/02,1,2,999,1,999,999,999,8.4E+14,1,
3.64009E+14,,1,1393/04/25,1,2,41,999,999,999,999,8.4E+14,1,
3.64009E+14,,2,1394/10/03,1,2,39,999,999,999,999,3.64099E+14,1,
3.64009E+14,,3,1396/02/12,1,2,999,1,999,999,999,3.64099E+14,1,1396/05/02
3.64009E+14,,4,1397/04/24,1,1,999,1,999,999,999,8.40003E+14,1,1396/05/02
3.64009E+14,,1,1392/11/20,1,2,999,1,999,999,999,0,1,
3.64009E+14,,2,1393/11/11,1,2,999,1,999,999,999,8.4E+14,1,
3.64009E+14,,3,1394/11/24,1,1,999,1,999,999,999,0,1,
3.64009E+14,,4,1396/09/06,1,2,40,999,999,999,999,8.4E+14,1,1396/10/24
3.64009E+14,,5,1397/08/20,1,2,42,999,999,999,999,8.40003E+14,1,
3.64009E+14,,1,1393/12/03,1,1,999,1,999,999,999,0,1,
3.64009E+14,,2,1396/04/18,1,2,42,999,999,999,999,8.4E+14,1,1396/05/05
3.64009E+14,,1,1391/11/14,1,2,999,1,999,999,999,8.40003E+14,1,
3.64009E+14,,2,1392/12/14,2,1,999,1,2,999,1,0,1,
3.64009E+14,,3,1394/01/23,1,1,999,1,999,999,999,0,1,
3.64009E+14,,4,1395/02/16,1,2,38,999,999,999,999,3.64099E+14,1,
3.64009E+14,,5,1396/05/15,1,1,999,1,999,999,999,3.64099E+14,1,1396/06/07
3.64009E+14,,1,1392/11/27,1,2,36,999,999,999,999,8.4E+14,1,
3.64009E+14,,2,1393/12/28,1,2,43,999,999,999,999,8.4E+14,1,
3.64009E+14,,1,1391/12/03,1,2,999,1,999,999,999,8.40003E+14,1,
3.64009E+14,,1,1393/10/22,1,1,999,1,999,999,999,0,999,
3.64009E+14,,2,1393/02/14,1,2,42,999,999,999,999,3.64099E+14,1,
3.64009E+14,,3,1395/04/04,1,2,40,1,999,999,999,8.4E+14,1,
3.64009E+14,,1,1391/12/14,1,1,999,1,999,999,999,0,1,
3.64009E+14,,2,1392/11/12,1,1,999,1,999,999,999,0,1,
3.64009E+14,,3,1394/01/09,1,1,999,1,999,999,999,0,1,
3.64009E+14,,1,1392/08/24,1,1,999,1,999,999,999,0,1,
3.64009E+14,,2,1393/09/24,1,2,999,1,999,999,999,3.64099E+14,1,
3.64009E+14,,3,1394/10/14,1,2,41,999,999,999,999,8.40003E+14,1,
3.64009E+14,,4,1396/03/05,1,1,999,1,999,999,999,3.64099E+14,1,1396/05/02
3.64009E+14,,1,1392/12/19,1,2,40,999,999,999,999,8.4E+14,1,
3.64009E+14,,2,1394/01/15,1,2,999,1,999,999,999,3.64099E+14,1,
3.64009E+14,,3,1395/07/03,1,2,999,1,999,999,999,3.64099E+14,1,
3.64009E+14,,1,1392/11/04,1,2,41,999,999,999,999,8.4E+14,1,
3.64009E+14,,2,1393/12/24,1,1,999,1,999,999,999,0,1,
3.64009E+14,,3,1395/10/22,1,2,46,999,999,999,999,8.4E+14,1,
3.64009E+14,,4,1396/11/14,1,2,43,999,999,999,999,8.40003E+14,1,1396/12/07
3.64009E+14,,1,1393/02/13,1,1,999,1,999,999,999,3.64099E+14,1,
3.64009E+14,,2,1394/09/01,1,2,41,999,999,999,999,8.40003E+14,1,
3.64009E+14,,3,1396/03/26,2,2,43,999,999,999,999,3.64099E+14,1,
3.64009E+14,,4,1397/08/18,1,2,40,999,999,999,999,8.40003E+14,1,
3.64009E+14,,1,1391/12/17,1,2,41,1,999,999,999,1.24E+14,1,
3.64009E+14,,2,1393/05/26,1,1,999,1,999,999,999,0,1,
3.64009E+14,,3,1394/07/24,1,2,40,999,999,999,999,3.64099E+14,1,
3.64009E+14,,4,1395/09/09,1,1,999,1,999,999,999,8.4E+14,1,1395/10/17
3.64009E+14,,1,1392/04/09,999,2,999,1,999,999,999,8.4E+14,1,
3.64009E+14,,2,1393/03/13,1,1,999,1,999,999,999,0,1,
3.64009E+14,,3,1394/02/10,1,1,999,1,999,999,999,0,1,
3.64009E+14,,4,1395/02/13,999,1,999,1,999,999,999,3.64099E+14,1,
3.64009E+14,,5,1396/04/11,1,1,999,1,999,999,999,3.64099E+14,1,1396/05/07
3.64009E+14,,1,1393/11/22,1,1,999,1,999,999,999,0,1,
3.64009E+14,,2,1394/10/18,1,2,39,999,999,999,999,8.40003E+14,1,
3.64009E+14,,3,1395/12/22,1,1,999,1,999,999,999,8.40003E+14,1,1396/05/02
3.64009E+14,,1,1392/11/08,1,2,40,999,999,999,999,8.4E+14,1,
3.64009E+14,,1,1391/06/27,1,2,41,999,999,999,999,8.4E+14,1,
3.64009E+14,,2,1392/06/15,1,2,38,999,999,999,999,8.4E+14,1,
3.64009E+14,,3,1393/05/20,1,1,999,1,999,999,999,0,1,
3.64009E+14,,4,1394/08/07,1,2,41,999,999,999,999,3.64099E+14,1,
3.64009E+14,,1,1392/04/09,999,1,999,1,999,999,999,0,1,
3.64009E+14,,2,1393/06/28,1,2,40,999,999,999,999,3.64099E+14,1,
3.64009E+14,,3,1394/09/18,1,1,999,1,999,999,999,0,1,
3.64009E+14,,1,1393/06/06,1,2,40,999,999,999,999,3.64099E+14,1,
3.64009E+14,,2,1394/12/26,1,2,999,1,999,999,999,8.4E+14,1,
3.64009E+14,,3,1397/02/29,1,1,999,1,999,999,999,3.64094E+14,1,1397/03/06
3.64009E+14,,1,1393/07/23,1,2,999,1,999,999,999,8.4E+14,1,
3.64009E+14,,2,1394/12/22,1,1,999,1,999,999,999,0,1,
3.64009E+14,,3,1396/03/03,1,1,999,1,999,999,999,3.64099E+14,1,1396/05/02
3.64009E+14,,1,1392/05/22,1,1,999,1,999,999,999,0,1,
3.64009E+14,,2,1393/08/26,1,2,999,1,999,999,999,8.4E+14,1,
3.64009E+14,,3,1394/11/16,1,1,999,1,999,999,999,0,1,
3.64009E+14,,4,1395/11/11,1,1,999,1,999,999,999,3.64099E+14,1,
3.64009E+14,,5,1397/03/06,1,1,999,1,999,999,999,3.64099E+14,1,1397/04/11
3.64009E+14,,1,1391/11/02,1,2,40,999,999,999,999,3.64099E+14,1,
3.64009E+14,,2,1392/12/15,1,1,999,1,999,999,999,0,1,
3.64009E+14,,3,1394/01/27,1,2,999,1,999,999,999,8.4E+14,1,
3.64009E+14,,4,1395/06/06,1,2,40,999,999,999,999,8.4E+14,1,
3.64009E+14,,1,1391/10/03,1,1,999,1,999,999,999,0,1,
3.64009E+14,,2,1393/08/03,1,2,999,1,999,999,999,3.64099E+14,1,
3.64009E+14,,3,1395/02/18,1,2,999,1,999,999,999,3.64099E+14,1,
3.64009E+14,,1,1394/02/18,1,1,999,1,999,999,999,0,1,
3.64009E+14,,1,1392/02/06,1,2,999,4,999,999,999,0,999,
3.64009E+14,,2,1393/08/11,1,2,999,1,999,999,999,8.4E+14,1,
3.64009E+14,,1,1393/11/16,1,2,999,1,999,999,999,8.4E+14,1,
3.64009E+14,,1,1391/10/22,1,1,999,1,999,999,999,0,1,
3.64009E+14,,2,1392/09/28,1,2,41,999,999,999,999,3.64099E+14,1,
3.64009E+14,,3,1394/08/19,1,1,999,1,999,999,999,0,1,
3.64009E+14,,1,1392/11/14,1,1,999,1,999,999,999,0,1,
3.64009E+14,,2,1394/06/10,1,2,42,999,999,999,999,8.4E+14,1,
3.64009E+14,,1,1391/08/26,1,2,44,999,999,999,999,8.4E+14,1,
3.64009E+14,,2,1393/04/08,1,2,40,999,999,999,999,3.64099E+14,1,
3.64009E+14,,3,1394/05/23,1,2,40,999,999,999,999,3.64099E+14,1,
3.64009E+14,,4,1395/11/22,1,1,999,1,999,999,999,3.64099E+14,1,
3.64051E+14,,1,1403/04/07,1,2,999,1,999,999,999,8.40003E+14,1,1403/06/28
3.64051E+14,,1,1403/07/13,1,1,38,1,999,999,999,8.40003E+14,1,1403/09/04
3.64051E+14,,1,1403/06/01,1,1,41,1,999,999,999,0,1,1403/06/28
3.64051E+14,,1,1403/08/10,1,1,999,1,999,999,999,8.40003E+14,1,1403/09/04
3.64051E+14,,1,1403/08/14,1,1,41,1,999,999,999,8.40003E+14,1,1403/09/04
3.64051E+14,,1,1403/08/12,1,1,999,1,999,999,999,8.40003E+14,1,1403/09/04
3.64051E+14,,1,1403/08/13,1,2,999,1,999,999,999,8.40003E+14,1,1403/09/04
3.64051E+14,,1,1403/07/24,1,2,41,1,999,999,999,8.40003E+14,1,1403/09/04
3.64051E+14,,1,1403/08/19,1,2,38,1,999,999,999,8.40003E+14,1,1403/09/04
3.64051E+14,,1,1403/08/13,1,1,999,1,999,999,999,8.40003E+14,1,1403/09/04
3.64099E+14,,2,1369/02/31,999,2,0,999,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1370/04/10,999,2,0,999,999,0,999,1.24E+14,999,
3.64099E+14,,4,1371/03/17,999,2,0,999,999,0,999,1.24E+14,999,
3.64099E+14,,5,1372/01/29,1,2,9999,1,999,0,999,8.4E+14,999,
3.64099E+14,,6,1373/02/11,1,2,9999,1,999,0,999,5.28001E+14,999,
3.64099E+14,,7,1374/01/18,1,2,9999,1,999,0,999,8.4E+14,999,
3.64099E+14,,8,1375/03/15,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1369/10/17,999,2,0,999,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1370/08/29,999,2,0,999,999,0,999,1.24E+14,999,
3.64099E+14,,5,1372/03/18,1,2,9999,1,999,0,999,8.4E+14,999,
3.64099E+14,,6,1373/05/20,1,2,9999,1,999,0,999,1.24E+14,999,
3.64099E+14,,2,1370/10/30,1,2,9999,1,999,0,999,1.24E+14,999,
3.64099E+14,,3,1371/09/20,1,2,9999,999,999,0,999,1.24E+14,999,
3.64099E+14,,4,1373/02/14,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1369/09/11,999,2,0,999,999,0,999,5.28E+14,999,
3.64099E+14,,2,1370/08/06,999,2,0,999,999,0,999,1.24E+14,999,
3.64099E+14,,4,1377/01/25,1,1,9999,999,999,0,999,0,999,
3.64099E+14,,5,1378/02/09,1,1,9999,999,999,0,999,0,999,
3.64099E+14,,6,1379/04/07,1,2,9999,999,999,0,999,0,999,
3.64099E+14,,7,1381/03/10,1,1,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1373/12/25,1,2,9999,1,999,0,999,8.4E+14,999,
3.64099E+14,,1,1371/05/28,999,2,0,999,999,0,999,8.4E+14,999,
3.64099E+14,,2,1373/07/04,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1374/01/15,1,2,9999,1,999,0,999,8.4E+14,999,
3.64099E+14,,6,1377/01/01,1,1,9999,999,999,0,999,0,999,
3.64099E+14,,7,1378/03/09,1,1,9999,999,999,0,999,0,999,
3.64099E+14,,3,1373/12/07,1,2,9999,1,999,0,999,8.4E+14,999,
3.64099E+14,,1,1373/06/26,1,2,9999,1,999,0,999,8.4E+14,999,
3.64099E+14,,2,1374/05/15,1,2,9999,1,999,0,999,8.4E+14,999,
3.64099E+14,,3,1375/04/21,1,2,9999,1,999,0,999,8.4E+14,999,
3.64099E+14,,4,1376/02/29,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,5,1377/01/30,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,6,1378/04/11,1,2,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1378/02/09,2,1,9999,999,2,0,999,1.24E+14,999,
3.64099E+14,,4,1376/07/12,1,2,9999,999,999,0,999,0,999,
3.64099E+14,,1,1378/03/16,1,2,45,999,999,0,999,0,999,
3.64099E+14,,2,1379/02/24,1,2,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1378/03/24,1,1,9999,999,999,0,999,0,999,
3.64099E+14,,1,1378/03/09,1,1,9999,999,999,0,999,0,999,
3.64099E+14,,2,1379/09/16,1,1,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1380/11/03,1,1,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1382/06/20,1,1,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,5,1383/06/08,1,2,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,6,1384/05/09,1,2,41,1,999,0,999,8.4E+14,999,
3.64099E+14,,1,1378/03/21,1,1,9999,999,999,0,999,0,999,
3.64099E+14,,2,1379/02/07,1,999,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1378/03/31,1,1,9999,999,999,0,999,0,999,
3.64099E+14,,2,1379/10/20,1,1,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1380/10/08,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1381/12/25,1,1,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,5,1382/12/12,1,1,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1375/12/15,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1375/04/05,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1377/02/17,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1378/01/18,1,2,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,5,1378/12/08,1,1,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1375/03/01,1,2,9999,1,999,0,999,8.4E+14,999,
3.64099E+14,,3,1377/01/18,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1378/02/05,2,1,9999,999,2,0,999,3.64099E+14,999,
3.64099E+14,,1,1374/05/10,1,2,9999,1,999,0,999,8.4E+14,999,
3.64099E+14,,1,1375/03/24,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1377/09/16,1,1,9999,999,999,0,999,0,999,
3.64099E+14,,3,1378/06/12,1,2,9999,999,999,0,999,0,999,
3.64099E+14,,4,1379/04/30,1,1,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1377/01/12,1,1,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1378/02/27,999,999,9999,999,999,0,999,0,999,
3.64099E+14,,5,1379/03/12,1,2,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1375/04/16,1,2,9999,1,999,0,999,8.4E+14,999,
3.64099E+14,,1,1375/05/21,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,6,1380/02/24,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,7,1381/05/07,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1377/12/29,1,2,49,999,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1379/05/07,1,2,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1375/04/05,1,2,9999,1,999,0,999,8.4E+14,999,
3.64099E+14,,2,1376/07/08,2,2,9999,1,2,9999,1,3.64099E+14,999,
3.64099E+14,,3,1377/03/25,1,1,9999,999,999,0,999,0,999,
3.64099E+14,,4,1378/04/17,1,2,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,5,1379/03/20,1,1,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1375/03/10,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1377/07/21,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1377/03/09,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1378/03/28,1,1,47,999,999,0,999,3.64099E+14,999,
3.64099E+14,,5,1379/03/31,1,1,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1375/07/21,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1375/11/13,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1377/07/25,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1376/04/13,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1377/02/10,1,1,9999,999,999,0,999,0,999,
3.64099E+14,,2,1378/01/16,1,2,49.5,999,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1377/02/07,1,1,9999,999,999,0,999,0,999,
3.64099E+14,,2,1378/02/19,1,1,9999,999,999,0,999,0,999,
3.64099E+14,,1,1375/11/24,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1376/10/03,1,2,9999,1,999,0,999,0,999,
3.64099E+14,,3,1377/11/01,1,1,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1378/09/30,1,1,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,5,1379/08/14,1,999,9999,1,999,0,999,0,999,
3.64099E+14,,6,1380/11/01,1,1,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,7,1381/12/08,1,1,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,8,1383/01/08,1,1,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,9,1384/02/18,1,1,40,1,999,0,999,8.4E+14,999,
3.64099E+14,,1,1377/01/23,1,1,9999,999,999,0,999,0,999,
3.64099E+14,,1,1376/08/18,1,2,9999,1,999,0,999,0,999,
3.64099E+14,,2,1377/04/16,1,1,9999,999,999,0,999,0,999,
3.64099E+14,,3,1378/03/23,1,1,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1379/02/25,1,1,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,5,1380/03/12,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,6,1381/02/19,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,7,1382/03/01,1,2,40,1,999,0,999,3.64099E+14,999,
3.64099E+14,,8,1383/02/04,1,1,42,1,999,0,999,3.64099E+14,999,
3.64099E+14,,9,1384/03/04,1,2,40,1,999,0,999,8.4E+14,999,
3.64099E+14,,1,1377/08/05,1,1,9999,999,999,0,999,0,999,
3.64099E+14,,2,1378/08/14,1,2,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1376/08/11,1,2,9999,1,999,0,999,0,999,
3.64099E+14,,2,1378/02/14,1,1,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1379/04/06,1,2,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1379/04/06,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1377/09/05,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1378/07/14,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1379/05/24,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1377/11/13,1,1,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1378/11/29,1,1,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1377/09/11,1,1,9999,999,999,0,999,0,999,
3.64099E+14,,2,1378/09/10,1,2,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1377/08/11,1,2,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1378/01/20,1,1,42,999,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1377/08/06,1,2,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1377/08/23,1,1,9999,999,999,0,999,0,999,
3.64099E+14,,2,1378/08/23,1,2,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,3,1379/08/20,1,1,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,4,1381/01/25,1,1,9999,1,999,0,999,3.64099E+14,999,
3.64099E+14,,5,1382/01/31,1,2,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,6,1383/01/14,1,2,0,1,999,0,999,3.64099E+14,999,
3.64099E+14,,7,1384/02/22,1,1,41,1,999,0,999,8.4E+14,999,
3.64099E+14,,1,1377/11/30,1,1,46,999,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1377/11/06,1,2,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1377/11/13,1,2,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1378/11/06,1,2,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1377/11/06,1,2,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,1,1377/12/22,1,1,9999,999,999,0,999,3.64099E+14,999,
3.64099E+14,,2,1378/11/04,1,1,9999,1,999,0,999,3.64099E+14,999,
