HerdCode,RegNo,Jalali,Fat,Protein,FreezingPointDepression,Cells
,3.64009E+14,1403/04/11,2.32,2.97,,
,3.64009E+14,1399/03/08,4.02,3.15,,1527
,3.64009E+14,1399/11/01,3.59,3.01,,
,3.64009E+14,1398/12/05,3.8,3.33,,
,3.64099E+14,1402/07/11,4.2,2.93,,133
,3.64009E+14,1402/09/11,4.62,3.2,,346
,3.64099E+14,1400/03/04,4.03,3.39,,55
,3.64009E+14,1399/05/02,3.59,3.76,,
,3.64009E+14,1401/08/08,4.87,4.14,,33
,3.64009E+14,1399/03/08,3.3,2.66,,133
,3.64009E+14,1400/10/04,2.75,2.67,,20
,3.64009E+14,1402/07/11,5,2.85,,65
,3.64009E+14,1401/10/07,4.46,3.86,,70
,3.64099E+14,1398/09/05,2.27,3.61,,131
,3.64099E+14,1400/01/03,2.8,2.48,,301
,3.64009E+14,1402/04/11,4.95,2.35,,34
,3.64009E+14,1401/06/07,3.74,3.73,,200
,3.64009E+14,1401/10/07,5.58,4.02,,71
,3.64009E+14,1400/09/01,4.92,2.7,,18
,3.64099E+14,1399/05/02,2.83,3.47,,
,3.64099E+14,1399/01/08,3.05,3.25,,151
,3.64009E+14,1402/10/11,5,3.42,,11
,3.64009E+14,1403/06/18,2.6,3.12,,15
,3.64009E+14,1399/09/04,2.84,2.36,,148
,3.64009E+14,1402/05/13,2,2.43,,12
,3.64009E+14,1403/05/15,3.57,3.04,,13
,3.64009E+14,1403/07/22,4.74,3.62,,124
,3.64009E+14,1398/12/05,3.03,3.28,,
,3.64009E+14,1399/04/10,3.18,2.8,,25
,3.64009E+14,1400/09/01,3.04,2.39,,17
,3.64009E+14,1402/10/11,4.25,3.71,,12
,3.64009E+14,1401/12/10,5.35,3.07,,151
,3.64009E+14,1399/12/01,3.67,3.54,,271
,3.64009E+14,1400/11/05,2.7,2.95,,65
,3.64009E+14,1401/09/08,3.83,3.39,,444
,3.64009E+14,1402/03/12,5,2.7,,1144
,3.64009E+14,1401/07/07,5.46,3.02,,33
,3.64009E+14,1403/06/18,2,3.07,,12
,3.64009E+14,1399/12/01,3.46,4.24,,637
,3.64009E+14,1401/12/10,3.62,2.32,,26
,3.64009E+14,1399/09/04,2.84,2.37,,172
,3.64009E+14,1400/01/03,2.12,2.63,,255
,3.64009E+14,1400/10/04,3.05,2.77,,17
,3.64009E+14,1399/01/08,3.68,3.31,,320
,3.64099E+14,1399/07/02,3.28,3.39,,216
,3.64009E+14,1402/04/11,5.6,2.45,,34
,3.64099E+14,1399/08/03,2.31,2.47,,442
,3.64009E+14,1403/04/11,4.04,3.23,,
,3.64009E+14,1399/09/04,2.82,2.36,,144
,3.64099E+14,1399/05/02,2.89,3.53,,
,3.64009E+14,1402/05/13,4.52,2.44,,12
,3.64099E+14,1398/11/03,5.17,4.42,,20
,3.64099E+14,1398/10/03,3.74,2.96,,180
,3.64009E+14,1401/02/04,4.18,2.3,,133
,3.64009E+14,1402/10/11,4.44,2.77,,11
,3.64009E+14,1403/05/15,4.31,2.62,,12
,3.64009E+14,1402/04/11,3.32,2.25,,146
,3.64009E+14,1399/06/02,3.39,3.08,,109
,3.64009E+14,1399/08/03,2.43,2.63,,1124
,3.64009E+14,1401/05/04,3.04,3.02,,88
,3.64009E+14,1401/08/08,3.91,4.07,,480
,3.64099E+14,1399/10/05,2.5,5.76,,1193
,3.64009E+14,1403/08/24,5,3.36,,49
,3.64009E+14,1401/10/07,5.09,3.36,,65
,3.64009E+14,1398/09/05,1.06,2.78,,134
,3.64009E+14,1402/07/11,4.27,2.76,,1724
,3.64009E+14,1400/05/02,2.07,3.19,,
,3.64009E+14,1402/01/09,3.3,2.8,,182
,3.64009E+14,1400/01/03,2.97,2.63,,88
,3.64009E+14,1399/05/02,3.3,2.92,,
,3.64009E+14,1400/02/01,2.56,3.23,,
,3.64009E+14,1403/05/15,2.87,3.43,,13
,3.64099E+14,1401/08/08,6.99,2.62,,46
,3.64099E+14,1401/09/08,4.73,3.27,,436
,3.64099E+14,1402/03/12,5,2.58,,1066
,3.64009E+14,1402/04/11,4.69,2.41,,22
,3.64009E+14,1401/07/07,4.29,3.13,,400
,3.64099E+14,1401/11/09,3.3,2.83,,35
,3.64099E+14,1401/12/10,5.38,2.63,,170
,3.64009E+14,1400/10/04,4.3,2.78,,17
,3.64099E+14,1402/01/09,3.23,2.84,,382
,3.64009E+14,1402/11/15,2.85,2.98,,
,3.64099E+14,1402/02/12,5.97,2.76,,285
,3.64009E+14,1401/08/08,5.86,3.44,,85
,3.64009E+14,1403/02/07,5,2.97,,61
,3.64009E+14,1402/07/11,3.52,2.8,,172
,3.64009E+14,1400/07/04,4.98,4.05,17,
,3.64009E+14,1403/08/24,3.12,3.52,,180
,3.64009E+14,1399/09/04,2.83,2.35,,141
,3.64099E+14,1400/03/04,2.9,2.44,,195
,3.64099E+14,1399/02/01,3.47,3.3,,20
,3.64009E+14,1403/02/07,4.78,3.43,,97
,3.64009E+14,1398/09/05,1.95,3.16,,39
,3.64099E+14,1400/08/01,2.57,2.83,,508
,3.64099E+14,1399/09/04,2.84,2.37,,157
,3.64009E+14,1402/01/09,3.62,3.04,,312
,3.64009E+14,1402/05/13,3.97,2.32,,13
,3.64009E+14,1402/06/15,2.11,3.01,,70
,3.64009E+14,1403/02/07,3.56,3.46,,28
,3.64009E+14,1398/09/05,1.8,3.26,,63
,3.64009E+14,1400/11/05,3.28,2.4,,16
,3.64009E+14,1403/02/07,4.6,3.05,,49
,3.64009E+14,1399/12/01,3.25,3.23,,308
,3.64009E+14,1399/02/01,2.37,3.26,,303
,3.64009E+14,1401/03/08,4.2,2.16,,33
,3.64099E+14,1399/10/05,3.22,2.5,,72
,3.64099E+14,1399/08/03,3.35,3.49,,1310
,3.64009E+14,1403/08/24,5,3.81,,162
,3.64009E+14,1401/07/07,3.62,2.79,,110
,3.64009E+14,1403/07/22,3.83,3.25,,620
,3.64009E+14,1400/03/04,3.52,2.13,,36
,3.64009E+14,1401/12/10,6.9,2.47,,72
,3.64009E+14,1401/07/07,5.73,3.61,,196
,3.64009E+14,1402/09/11,5,2.46,,39
,3.64009E+14,1402/02/12,4.94,2.17,,20
,3.64009E+14,1399/11/01,4.96,3.81,,
,3.64009E+14,1402/10/11,4.66,3.17,,12
,3.64009E+14,1398/09/05,1.74,3.46,,14
,3.64009E+14,1402/05/13,3.68,2.23,,18
,3.64009E+14,1400/09/01,4.63,2.55,,16
,3.64009E+14,1400/05/02,2.6,3.03,,
,3.64009E+14,1401/02/04,4.49,2.46,,177
,3.64009E+14,1401/08/08,3.78,3.3,,466
,3.64009E+14,1402/05/13,2.53,2.14,,12
,3.64009E+14,1400/10/04,3.32,2.82,,17
,3.64009E+14,1398/12/05,4.49,3.54,,
,3.64099E+14,1399/03/08,3.91,3.07,,228
,3.64009E+14,1401/06/07,3.62,2.89,,37
,3.64009E+14,1399/06/02,6.02,3.5,,73
,3.64009E+14,1401/04/04,4.5,3.85,,327
,3.64009E+14,1401/12/10,5.79,2.37,,58
,3.64009E+14,1399/09/04,3.96,2.72,,147
,3.64009E+14,1398/12/05,3.49,3.27,,
,3.64009E+14,1401/05/04,4.58,3.43,,29
,3.64009E+14,1399/10/05,3.49,2.37,,955
,3.64009E+14,1401/03/08,4.08,2.71,,31
,3.64009E+14,1402/01/09,4.22,2.48,,104
,3.64009E+14,1401/06/07,2.41,2.94,,34
,3.64009E+14,1401/04/04,3.36,3.27,,68
,3.64009E+14,1403/07/22,5,3.15,,105
,3.64009E+14,1398/12/05,3.14,2.86,,
,3.64099E+14,1400/08/01,4.14,2.71,,147
,3.64009E+14,1403/07/22,5,3.83,,20
,3.64009E+14,1401/10/07,4.05,3.4,,66
,3.64009E+14,1402/01/09,4.57,3.16,,1113
,3.64099E+14,1400/01/03,2.5,2.1,,65
,3.64099E+14,1400/09/01,3.49,2.08,,18
,3.64009E+14,1399/05/02,2.8,2.73,,
,3.64009E+14,1401/08/08,6.1,3.59,,38
,3.64009E+14,1399/12/01,2.83,2.5,,152
,3.64009E+14,1399/11/01,3.58,2.95,,
,3.64009E+14,1402/02/12,6.96,2.43,,13
,3.64009E+14,1402/07/11,3.55,3.03,,16
,3.64099E+14,1401/05/04,3.47,2.93,,38
,3.64009E+14,1401/03/08,4.41,2.78,,31
,3.64009E+14,1403/05/15,3.72,3.06,,11
,3.64009E+14,1403/08/24,2,2.81,,280
,3.64009E+14,1403/04/11,5,2.47,,
,3.64099E+14,1401/03/08,3.86,2.24,,30
,3.64009E+14,1398/11/03,4.54,2.77,,32
,3.64099E+14,1401/03/08,3.92,2.08,,35
,3.64009E+14,1402/03/12,4.55,2.26,,1071
,3.64009E+14,1400/12/02,3.89,3.15,,21
,3.64009E+14,1400/11/05,4.15,3.01,,18
,3.64009E+14,1400/10/04,2.87,2.32,,17
,3.64009E+14,1402/06/15,2.71,2.8,,16
,3.64009E+14,1399/12/01,3.3,3.65,,195
,3.64099E+14,1400/06/02,4.01,2.51,,22
,3.64009E+14,1398/12/05,2.85,2.9,,
,3.64009E+14,1402/05/13,4.13,2.06,,18
,3.64009E+14,1403/04/11,2,3.26,,
,3.64009E+14,1399/06/02,4.19,3.13,,57
,3.64099E+14,1399/09/04,2.84,2.36,,146
,3.64009E+14,1402/03/12,2.84,2.37,,971
,3.64009E+14,1402/05/13,3.99,2.36,,86
,3.64009E+14,1400/01/03,3.55,3.68,,422
,3.64009E+14,1401/06/07,2.52,2.81,,39
,3.64009E+14,1400/06/02,4.46,3.35,,22
,3.64009E+14,1399/12/01,3.65,3.62,,328
,3.64099E+14,1400/02/01,3.88,3.23,,
,3.64009E+14,1401/05/04,2.83,2.98,,151
,3.64009E+14,1400/12/02,2.65,2.83,,1359
,3.64009E+14,1401/04/04,3.67,3.33,,136
,3.64009E+14,1403/06/18,3.29,3.53,,13
,3.64009E+14,1402/05/13,5,2.14,,13
,3.64099E+14,1402/12/16,5,2.98,,27
,3.64009E+14,1400/12/02,2.28,3.1,,231
,3.64009E+14,1401/10/07,4.61,2.8,,70
,3.64009E+14,1403/02/07,3.61,2.91,,87
,3.64009E+14,1402/09/11,3.72,2.48,,30
,3.64009E+14,1402/06/15,3.05,2.94,,15
,3.64009E+14,1402/01/09,3.74,3.28,,242
,3.64009E+14,1402/02/12,6.17,2.62,,16
,3.64009E+14,1402/12/16,3.97,3.21,,143
,3.64009E+14,1399/12/01,3.33,2.91,,176
,3.64009E+14,1401/01/06,4.05,2.26,,298
,3.64009E+14,1402/01/09,5.06,3.58,,20
,3.64009E+14,1403/02/07,2,3.02,,340
,3.64009E+14,1402/11/15,3.69,3.28,,
,3.64009E+14,1402/09/11,2,2.89,,204
,3.64009E+14,1400/08/01,3.72,2.98,,461
,3.64009E+14,1402/06/15,3.87,4.03,,122
,3.64009E+14,1403/02/07,4.48,3.48,,41
,3.64009E+14,1401/11/09,4.61,3.36,,37
,3.64009E+14,1402/03/12,4.2,2.36,,633
,3.64009E+14,1403/04/11,3.6,3.42,,
,3.64009E+14,1399/05/02,2.84,3.42,,
,3.64099E+14,1400/01/03,4.44,3.22,,122
,3.64009E+14,1401/05/04,4.12,3.31,,1777
,3.64009E+14,1401/10/07,4.32,3.27,,70
,3.64009E+14,1401/03/08,3.9,2.28,,34
,3.64009E+14,1400/04/01,3.46,3.49,,338
,3.64009E+14,1401/02/04,5.05,2.85,,44
,3.64009E+14,1403/07/22,4.22,2.95,,89
,3.64009E+14,1401/09/08,4.62,3.65,,29
,3.64009E+14,1402/12/16,3.5,3.57,,351
,3.64009E+14,1400/03/04,1.41,2.17,,24
,3.64009E+14,1399/11/01,2.5,2.74,,
,3.64009E+14,1400/04/01,3.16,3.76,,963
,3.64009E+14,1401/12/10,4.19,2.46,,23
,3.64099E+14,1400/07/04,5.74,4.14,15,
,3.64009E+14,1402/06/15,5,3.3,,16
,3.64009E+14,1400/09/01,3.76,2.64,,16
,3.64009E+14,1400/04/01,4.43,3.51,,129
,3.64009E+14,1399/07/02,3.22,2.66,,55
,3.64009E+14,1400/02/01,2.83,3.23,,
,3.64009E+14,1403/05/15,3.82,2.45,,13
,3.64009E+14,1402/01/09,5.29,3.42,,193
,3.64009E+14,1399/07/02,3.15,3,,53
,3.64009E+14,1403/04/11,5,3.2,,
,3.64009E+14,1402/03/12,5,2.55,,1171
,3.64009E+14,1403/06/18,3.85,3.72,,14
,3.64099E+14,1401/07/07,4.58,3.69,,29
,3.64009E+14,1401/04/04,4.03,3.62,,157
,3.64009E+14,1401/05/04,3.68,3.36,,564
,3.64009E+14,1401/05/04,2.9,3.27,,522
,3.64009E+14,1400/12/02,4.03,3.44,,21
,3.64009E+14,1403/02/07,5,2.8,,162
,3.64009E+14,1399/06/02,4.27,3.1,,65
,3.64099E+14,1401/10/07,5.33,3.39,,66
,3.64009E+14,1401/03/08,3.05,2.29,,32
,3.64009E+14,1400/08/01,3.59,3.02,,973
,3.64009E+14,1399/08/03,3.68,3.15,,971
,3.64009E+14,1399/06/02,4.12,3.2,,39
,3.64009E+14,1401/01/06,4.06,2.12,,29
,3.64009E+14,1402/01/09,5.18,3.45,,516
,3.64009E+14,1399/08/03,2.95,3.18,,947
,3.64009E+14,1400/06/02,2.7,3.09,,31
,3.64009E+14,1402/09/11,4.49,2.99,,125
,3.64009E+14,1399/11/01,2.85,2.47,,
,3.64009E+14,1399/05/02,2.5,3.62,,
,3.64009E+14,1399/12/01,3.63,3,,59
,3.64009E+14,1400/12/02,4.23,2.54,,89
,3.64009E+14,1400/06/02,3.94,2.91,,19
,3.64009E+14,1399/07/02,2.97,3,,283
,3.64009E+14,1399/10/05,3.71,2.64,,71
,3.64009E+14,1401/02/04,2.74,2.75,,37
,3.64009E+14,1401/08/08,4.39,3.87,,238
,3.64099E+14,1398/09/05,2.85,3.46,,86
,3.64009E+14,1401/08/08,6.38,3.48,,410
,3.64099E+14,1399/02/01,3.27,3.18,,313
,3.64009E+14,1402/01/09,5.13,3.89,,78
,3.64009E+14,1401/11/09,5.13,3.89,,41
,3.64009E+14,1401/06/07,3.69,3.18,,29
,3.64009E+14,1402/03/12,5,3.34,,1468
,3.64009E+14,1400/02/01,3.89,2.5,,
,3.64009E+14,1403/08/24,2.91,4.31,,192
,3.64099E+14,1398/11/03,3.87,3.64,,15
,3.64009E+14,1399/03/08,4.81,3.67,,39
,3.64009E+14,1403/04/11,2.92,2.95,,
,3.64009E+14,1400/10/04,3.19,2.81,,17
,3.64009E+14,1399/10/05,3.66,2.72,,777
,3.64009E+14,1400/01/03,3.17,3.1,,195
,3.64009E+14,1402/05/13,5,2.45,,12
,3.64009E+14,1400/09/01,2.98,2.62,,19
,3.64009E+14,1400/02/01,2.9,2.5,,
,3.64009E+14,1401/06/07,4.13,3.58,,507
,3.64099E+14,1400/06/02,3.73,3.07,,113
,3.64099E+14,1399/02/01,4.2,3.55,,298
,3.64099E+14,1399/08/03,1.95,2.34,,50
,3.64099E+14,1398/09/05,1.36,2.92,,120
,3.64009E+14,1400/10/04,2.99,2.74,,16
,3.64009E+14,1402/05/13,3.2,2.27,,308
,3.64009E+14,1402/07/11,4.58,3.05,,877
,3.64009E+14,1403/05/15,4.41,3.77,,14
,3.64009E+14,1399/08/03,3.84,3.9,,65
,3.64009E+14,1399/05/02,3.26,2.91,,
,3.64009E+14,1403/08/24,2.98,3.07,,149
,3.64009E+14,1402/02/12,5.59,2.75,,12
,3.64009E+14,1402/07/11,3.78,3.08,,13
,3.64009E+14,1403/06/18,2.33,3.17,,12
,3.64009E+14,1399/12/01,3.65,3.62,,437
,3.64009E+14,1399/11/01,5.3,2.7,,
,3.64009E+14,1401/07/07,6.99,3.2,,332
,3.64099E+14,1401/04/04,3.68,3.34,,77
,3.64009E+14,1402/02/12,4.1,2.55,,11
,3.64009E+14,1399/02/01,2.43,3.19,,671
,3.64009E+14,1400/02/01,3.24,3.23,,
,3.64009E+14,1401/11/09,4.52,3.42,,89
,3.64099E+14,1399/08/03,2.84,3.07,,557
,3.64009E+14,1401/04/04,2.85,3.26,,95
,3.64009E+14,1401/11/09,4.11,2.96,,197
,3.64099E+14,1400/08/01,4.2,2.88,,509
,3.64099E+14,1399/05/02,3.05,3.31,,
,3.64009E+14,1403/06/18,2.85,3.49,,12
,3.64009E+14,1402/11/15,5,3.03,,
,3.64009E+14,1400/08/01,3.96,3.23,,606
,3.64099E+14,1401/02/04,3.29,2.39,,42
,3.64099E+14,1399/02/01,3.72,3.33,,20
,3.64009E+14,1403/04/11,3.93,3.21,,
,3.64009E+14,1403/02/07,,,,159
,3.64009E+14,1399/10/05,2.52,2.41,,122
,3.64009E+14,1399/05/02,3.44,3.12,,
,3.64009E+14,1403/04/11,2,3.07,,
,3.64009E+14,1402/11/15,2.82,2.99,,
,3.64009E+14,1399/07/02,3.13,3.53,,547
,3.64009E+14,1399/05/02,3.1,3.32,,
,3.64099E+14,1398/12/05,3.51,2.65,,
,3.64009E+14,1401/11/09,4.58,3.18,,43
,3.64009E+14,1401/08/08,6.99,3.1,,143
,3.64099E+14,1401/01/06,5.47,2.86,,792
,3.64099E+14,1400/12/02,3.3,3.47,,19
,3.64009E+14,1402/12/16,5,3.06,,86
,3.64009E+14,1399/09/04,4.04,2.68,,312
,3.64099E+14,1400/06/02,3.49,2.81,,21
,3.64099E+14,1400/09/01,3.34,2.55,,17
,3.64009E+14,1402/11/15,2.76,3.35,,
,3.64009E+14,1403/02/07,5,2.98,,220
,3.64009E+14,1400/08/01,5.35,4.1,,772
,3.64009E+14,1399/04/10,3.09,2.74,,24
,3.64099E+14,1402/01/09,5.07,3.25,,143
,3.64009E+14,1403/08/24,2.71,3.61,,82
,3.64009E+14,1402/09/11,3.81,2.68,,1353
,3.64009E+14,1399/04/10,3.16,2.63,,246
,3.64009E+14,1399/08/03,3.5,3.75,,69
,3.64099E+14,1400/01/03,3.17,2.74,,80
,3.64009E+14,1401/08/08,4.92,3.81,,33
,3.64009E+14,1401/11/09,6.99,3.11,,2311
,3.64009E+14,1399/04/10,3.34,2.73,,224
,3.64099E+14,1399/08/03,3.02,3.39,,87
,3.64009E+14,1401/08/08,4.26,3.61,,185
,3.64009E+14,1400/03/04,2.78,2.28,,28
,3.64099E+14,1399/04/10,3.08,2.88,,22
,3.64099E+14,1398/12/05,3.73,3.2,,
,3.64099E+14,1399/02/01,4.22,3.05,,20
,3.64099E+14,1400/05/02,2.51,3.02,,
,3.64009E+14,1402/12/16,4.61,2.79,,567
,3.64009E+14,1401/01/06,2.11,2.25,,138
,3.64009E+14,1401/03/08,2.52,2.37,,31
,3.64099E+14,1399/11/01,4.56,3.37,,
,3.64009E+14,1403/02/07,2.98,3.78,,52
,3.64009E+14,1399/08/03,2.05,2.61,,156
,3.64099E+14,1402/02/12,3.56,2.52,,18
,3.64099E+14,1402/07/11,5,2.34,,54
,3.64009E+14,1399/12/01,2.71,3.23,,58
,3.64009E+14,1400/04/01,1.94,2.89,,137
,3.64009E+14,1402/02/12,4.46,3.01,,172
,3.64009E+14,1399/07/02,3.49,2.66,,50
,3.64009E+14,1401/07/07,6.99,3.05,,102
,3.64099E+14,1399/05/02,3.8,3.44,,
,3.64009E+14,1401/08/08,3.88,3.05,,29
,3.64009E+14,1399/12/01,1.88,3,,190
,3.64009E+14,1399/06/02,2.49,3.7,,75
,3.64009E+14,1399/01/08,4.05,3.01,,85
,3.64009E+14,1399/09/04,2.81,2.37,,148
,3.64009E+14,1402/12/16,4.99,3.74,,134
,3.64009E+14,1401/12/10,4.36,2.55,,33
,3.64009E+14,1403/02/07,3.69,2.86,,80
,3.64009E+14,1402/06/15,3.06,2.73,,66
,3.64009E+14,1403/07/22,4.81,2.93,,610
,3.64009E+14,1403/04/11,4.69,3.38,,
,3.64009E+14,1401/09/08,3.89,3.15,,37
,3.64009E+14,1399/07/02,3.14,3.49,,84
,3.64009E+14,1400/11/05,3.75,2.99,,15
,3.64099E+14,1399/12/01,3.01,2.66,,223
,3.64009E+14,1401/11/09,5.68,3.38,,53
,3.64009E+14,1402/06/15,4.06,2.74,,3151
,3.64009E+14,1399/10/05,2.97,2.66,,504
,3.64099E+14,1400/08/01,3.33,2.71,,129
,3.64009E+14,1401/09/08,4.22,3.27,,125
,3.64009E+14,1400/01/03,3.71,3.01,,104
,3.64009E+14,1401/04/04,3,3.17,,93
,3.64009E+14,1403/08/24,4.04,4.02,,366
,3.64009E+14,1400/09/01,3.22,2.68,,17
,3.64009E+14,1402/02/12,6.9,2.62,,13
,3.64009E+14,1401/11/09,4.6,2.67,,65
,3.64009E+14,1400/08/01,3.26,2.97,,174
,3.64099E+14,1399/03/08,4.25,2.87,,81
,3.64099E+14,1398/12/05,3.75,3.18,,
,3.64009E+14,1400/03/04,2.79,2.97,,72
,3.64009E+14,1401/02/04,5.21,3.27,,32
,3.64009E+14,1400/09/01,3.22,2.46,,17
,3.64099E+14,1402/02/12,2.66,2.71,,143
,3.64009E+14,1401/10/07,4.89,3.88,,65
,3.64009E+14,1400/09/01,2.96,2.31,,19
,3.64099E+14,1400/01/03,3.17,2.86,,251
,3.64009E+14,1399/08/03,3.6,3.98,,114
,3.64009E+14,1400/03/04,2.59,3.15,,19
,3.64009E+14,1402/03/12,4.92,2.49,,1223
,3.64099E+14,1403/04/11,4.46,2.96,,
,3.64009E+14,1402/06/15,3.68,3.26,,16
,3.64009E+14,1401/07/07,6.46,2.74,,310
,3.64009E+14,1399/01/08,3.03,2.6,,36
,3.64099E+14,1400/02/01,2.38,3.23,,
,3.64009E+14,1403/05/15,4.3,3.27,,341
,3.64009E+14,1402/05/13,3.82,2.71,,11
,3.64009E+14,1400/02/01,2.38,3.23,,
,3.64009E+14,1400/11/05,2.37,2.95,,26
,3.64009E+14,1403/06/18,2.85,2.89,,14
,3.64009E+14,1400/07/04,3.6,2.58,18,
,3.64009E+14,1399/01/08,3.51,2.65,,25
,3.64009E+14,1399/04/10,3,3.1,,32
,3.64099E+14,1400/03/04,3.92,3.88,,18
,3.64009E+14,1403/02/07,5,2.82,,223
,3.64009E+14,1403/07/22,5,3.58,,3442
,3.64009E+14,1402/10/11,4.75,3.25,,10
,3.64009E+14,1401/03/08,3.28,2.51,,29
,3.64009E+14,1402/05/13,2.35,2.27,,12
,3.64009E+14,1402/10/11,3.49,2.9,,11
,3.64009E+14,1401/05/04,3.52,3.56,,220
,3.64009E+14,1398/12/05,4.49,3.1,,
,3.64009E+14,1402/04/11,5.42,2.05,,93
,3.64009E+14,1400/05/02,3.67,3.63,,
,3.64009E+14,1402/11/15,2.11,3.12,,
,3.64009E+14,1401/10/07,3.98,3.87,,66
,3.64009E+14,1400/04/01,2.28,2.86,,24
,3.64009E+14,1402/07/11,5,2.61,,517
,3.64009E+14,1399/08/03,3.32,2.63,,34
,3.64009E+14,1399/11/01,4.02,2.59,,
,3.64009E+14,1399/04/10,3.39,2.77,,21
,3.64099E+14,1400/03/04,2.89,2.65,,93
,3.64099E+14,1398/11/03,3.34,3.09,,18
,3.64009E+14,1402/02/12,4.94,2.47,,14
,3.64009E+14,1403/05/15,4.41,3.48,,14
,3.64009E+14,1400/12/02,1.89,3.24,,158
,3.64009E+14,1398/11/03,3.34,3.58,,16
,3.64009E+14,1403/07/22,4.17,3.09,,90
,3.64009E+14,1401/07/07,5.74,3.43,,401
,3.64009E+14,1401/01/06,2.41,2.76,,1177
,3.64009E+14,1399/03/08,3.97,2.98,,22
,3.64009E+14,1399/12/01,3.66,2.72,,113
,3.64009E+14,1400/09/01,3.78,2.45,,18
,3.64099E+14,1400/08/01,3.05,3.02,,949
,3.64009E+14,1401/01/06,3.82,2.48,,24
,3.64009E+14,1403/06/18,3.17,3.35,,166
,3.64009E+14,1402/01/09,3.3,2.83,,5221
,3.64009E+14,1402/07/11,5,2.74,,12
,3.64009E+14,1402/11/15,2.94,3,,
,3.64009E+14,1399/03/08,3.88,2.97,,23
,3.64009E+14,1401/10/07,3.51,3.11,,67
,3.64009E+14,1403/08/24,2.59,2.96,,74
,3.64009E+14,1400/05/02,3.39,3.59,,
,3.64009E+14,1401/08/08,4.02,3.04,,35
,3.64099E+14,1399/11/01,3.66,4.01,,
,3.64009E+14,1401/06/07,3.49,3.56,,29
,3.64009E+14,1399/03/08,3.28,2.98,,252
,3.64009E+14,1399/03/08,3.52,2.93,,18
,3.64009E+14,1400/06/02,3.32,2.69,,30
,3.64009E+14,1402/01/09,3.85,2.71,,7311
,3.64099E+14,1400/12/02,3.04,2.63,,22
,3.64009E+14,1401/04/04,3.33,3.11,,108
,3.64009E+14,1399/12/01,2.19,3.18,,58
,3.64009E+14,1401/12/10,4.77,2.76,,79
,3.64009E+14,1401/04/04,3.69,3.32,,259
,3.64009E+14,1399/10/05,3.37,3.18,,72
,3.64009E+14,1399/02/01,3.19,3.17,,346
,3.64099E+14,1401/08/08,6.24,3.86,,35
,3.64099E+14,1399/05/02,3.23,3.22,,
,3.64009E+14,1400/11/05,3.37,2.61,,20
,3.64009E+14,1400/09/01,3.53,2.51,,17
,3.64009E+14,1402/11/15,2.78,3.31,,
,3.64009E+14,1402/12/16,4.08,2.88,,43
,3.64009E+14,1399/11/01,3.8,3.26,,
,3.64009E+14,1401/01/06,3.69,2.23,,23
,3.64009E+14,1402/09/11,3.46,3,,27
,3.64009E+14,1402/10/11,4.58,3.15,,15
,3.64099E+14,1402/11/15,3.94,3.21,,
,3.64099E+14,1399/05/02,2.9,2.86,,
,3.64009E+14,1402/12/16,4.58,3.46,,94
,3.64009E+14,1398/09/05,2,3.71,,28
,3.64009E+14,1400/05/02,3.25,3.18,,
,3.64099E+14,1402/01/09,4.58,3.18,,30
,3.64009E+14,1400/08/01,5,4.08,,626
,3.64009E+14,1401/12/10,5.06,2.46,,187
,3.64009E+14,1400/04/01,1.93,3.3,,24
,3.64009E+14,1399/07/02,3.65,3.77,,886
,3.64099E+14,1400/11/05,4.13,2.85,,435
,3.64009E+14,1403/08/24,5,3.53,,82
,3.64009E+14,1403/05/15,4.18,2.79,,28
,3.64009E+14,1399/06/02,4.83,3.44,,115
,3.64009E+14,1399/08/03,3.37,3.23,,85
,3.64009E+14,1399/12/01,3.65,3.49,,89
,3.64009E+14,1399/10/05,2.53,2.59,,223
,3.64009E+14,1401/02/04,3.61,3.01,,31
,3.64009E+14,1399/10/05,4.43,2.98,,531
,3.64009E+14,1401/01/06,3.4,2.84,,23
,3.64009E+14,1402/02/12,2.32,2.25,,12
,3.64009E+14,1402/03/12,4.88,2.37,,1021
,3.64009E+14,1401/10/07,3.77,3.39,,66
,3.64009E+14,1401/07/07,6.4,3.38,,291
,3.64009E+14,1400/01/03,2.09,2.46,,165
,3.64009E+14,1401/09/08,4.84,3.98,,291
,3.64099E+14,1399/06/02,5.56,4.06,,81
,3.64099E+14,1400/02/01,3.48,3.23,,
,3.64009E+14,1402/05/13,3.34,2.42,,12
,3.64009E+14,1402/04/11,4.33,2.47,,14
,3.64009E+14,1399/09/04,4.01,2.72,,168
,3.64009E+14,1400/03/04,3.36,3.11,,69
,3.64009E+14,1400/03/04,2.98,2.57,,21
,3.64009E+14,1401/07/07,4.48,2.77,,450
,3.64009E+14,1398/11/03,5.88,3.25,,19
,3.64009E+14,1399/02/01,2.87,2.91,,30
,3.64009E+14,1400/06/02,2.3,3.57,,18
,3.64009E+14,1399/01/08,3.51,3.32,,148
,3.64009E+14,1401/05/04,3.36,3.53,,32
,3.64009E+14,1401/07/07,6.29,3.27,,32
,3.64009E+14,1402/02/12,6.1,2.43,,11
,3.64009E+14,1401/06/07,3.4,3.1,,31
,3.64009E+14,1402/05/13,4.36,2.36,,18
,3.64009E+14,1399/02/01,3.54,2.75,,940
,3.64009E+14,1399/05/02,3.27,2.8,,
,3.64099E+14,1401/04/04,4.72,3.87,,35
