RegNo,HerdCode,CalvePeriod,RecordDate,SumMilk,FatPercent,ProPercent,SomaticCell
3.64009E+14,,2,1400/02/01,44,3.87,3.23,0
3.64009E+14,,2,1400/03/04,41.5,3.52,2.13,36
3.64009E+14,,2,1400/04/01,39.5,1.76,2.68,24
3.64009E+14,,2,1400/05/02,39,2.9,3.89,0
3.64009E+14,,2,1400/06/02,32,3.79,3.71,18
3.64009E+14,,2,1400/07/04,26,6.01,4.27,0
3.64009E+14,,2,1400/08/01,26,4.19,4.17,764
3.64009E+14,,2,1400/09/01,23,4.32,3.4,21
3.64009E+14,,2,1400/10/04,16.5,3.03,2.95,16
3.64009E+14,,3,1400/12/02,17.5,3.73,3.15,20
3.64009E+14,,3,1401/01/06,62,4.05,2.26,298
3.64009E+14,,3,1401/02/04,58.5,3.91,2.17,283
3.64009E+14,,3,1401/03/08,49,4.2,2.16,33
3.64009E+14,,3,1401/04/04,49,3,3.12,169
3.64009E+14,,3,1401/05/04,42.5,2.58,3.17,549
3.64009E+14,,3,1401/06/07,51.85,2.34,3.2,29
3.64009E+14,,3,1401/07/07,37.77,4.64,4,35
3.64009E+14,,3,1401/08/08,34.83,6.1,3.59,38
3.64009E+14,,3,1401/09/08,25.03,6.11,3.84,196
3.64009E+14,,3,1401/10/07,32.08,4.9,4.01,68
3.64009E+14,,3,1401/11/09,29.72,3.59,3.91,1296
3.64009E+14,,3,1401/12/10,23.41,4.7,3.19,1745
3.64009E+14,,3,1402/01/09,23.87,3.84,2.76,10067
3.64009E+14,,3,1402/02/12,29.48,4.58,3.38,17
3.64009E+14,,3,1402/03/12,10.8,3.74,2.64,888
3.64009E+14,,4,1402/08/13,60.89,0,0,0
3.64009E+14,,4,1402/09/11,58.26,5,2.81,344
3.64009E+14,,4,1402/10/11,55.53,5,3.24,15
3.64009E+14,,4,1402/11/15,50.67,2.95,2.94,0
3.64009E+14,,4,1402/12/16,29.86,4.07,2.95,17
3.64009E+14,,4,1403/02/07,42.21,3.31,3.36,4132
3.64009E+14,,4,1403/03/11,38.24,0,0,0
3.64009E+14,,4,1403/04/11,35.22,2.36,3.58,0
3.64009E+14,,1,1398/09/05,47,3.02,3.28,25
3.64009E+14,,1,1398/10/03,46,0,0,0
3.64009E+14,,1,1398/11/03,48,5.88,3.25,19
3.64009E+14,,1,1398/12/05,47,3.44,2.82,0
3.64009E+14,,1,1399/01/08,48,4.1,3.25,170
3.64009E+14,,1,1399/02/01,46,3.9,2.87,22
3.64009E+14,,1,1399/03/08,40,4.17,2.81,41
3.64009E+14,,1,1399/04/10,33.5,2.73,2.8,26
3.64009E+14,,1,1399/05/02,36,3.01,2.97,0
3.64009E+14,,1,1399/06/02,40,3.22,3.86,72
3.64009E+14,,1,1399/07/02,40,3.67,3,384
3.64009E+14,,1,1399/08/03,45.5,2.48,2.56,254
3.64009E+14,,1,1399/09/04,37,2.84,2.37,172
3.64009E+14,,1,1399/10/05,38,3.66,2.72,777
3.64009E+14,,1,1399/11/01,34,3.58,3.34,0
3.64009E+14,,1,1399/12/01,34,3.13,4.4,113
3.64009E+14,,1,1400/01/03,35,2.09,2.46,165
3.64009E+14,,1,1400/02/01,39,3.88,2.63,0
3.64009E+14,,1,1400/03/04,31,3.23,2.67,20
3.64009E+14,,1,1400/04/01,33,1.89,3.01,18
3.64009E+14,,1,1400/05/02,31,0,0,0
3.64009E+14,,1,1400/06/02,28,0,0,0
3.64009E+14,,1,1400/07/04,20,4.44,3.43,0
3.64009E+14,,1,1400/08/01,24,4.48,3.6,708
3.64009E+14,,1,1400/09/01,23,3.3,2.94,17
3.64009E+14,,1,1400/10/04,24,3.83,2.77,18
3.64009E+14,,1,1399/02/01,38,2.59,2.93,17
3.64009E+14,,1,1399/03/08,41,4.81,3.67,39
3.64009E+14,,1,1399/04/10,40.5,3.08,2.14,22
3.64009E+14,,1,1399/05/02,40,3.09,2.97,0
3.64009E+14,,1,1399/06/02,42,3.14,2.8,55
3.64009E+14,,1,1399/07/02,36,3.41,3.6,45
3.64009E+14,,1,1399/08/03,38.5,3.6,2.54,29
3.64009E+14,,1,1399/09/04,37,2.91,2.37,152
3.64009E+14,,1,1399/10/05,32,3.41,3.75,109
3.64009E+14,,1,1399/11/01,30.5,4.11,2.91,0
3.64009E+14,,2,1400/02/01,50,3.68,3.23,0
3.64009E+14,,2,1400/03/04,48.5,2.15,2.29,22
3.64009E+14,,2,1400/04/01,43,1.74,2.95,85
3.64009E+14,,2,1400/05/02,46.5,2.08,3.12,0
3.64009E+14,,2,1400/06/02,39,3.47,2.94,23
3.64009E+14,,2,1400/07/04,37,3.8,3.2,0
3.64009E+14,,2,1400/08/01,38,4.2,3.19,230
3.64009E+14,,2,1400/09/01,39,3.53,2.78,19
3.64009E+14,,2,1400/10/04,34.5,3.58,3.05,17
3.64009E+14,,2,1400/11/05,34,3.15,2.89,18
3.64009E+14,,2,1400/12/02,38,4.12,3.08,20
3.64009E+14,,2,1401/01/06,20.5,3.81,2.96,79
3.64009E+14,,2,1401/02/04,22,2.5,2.36,120
3.64009E+14,,2,1401/03/08,26,4.06,2.51,30
3.64009E+14,,2,1401/04/04,20.5,2.97,3.05,762
3.64009E+14,,2,1401/05/04,14.5,4.38,3.5,1145
3.64009E+14,,3,1401/08/08,42.12,3.88,3.45,102
3.64009E+14,,3,1401/09/08,43.92,3.27,2.84,110
3.64009E+14,,3,1401/10/07,47.74,4.58,2.8,69
3.64009E+14,,3,1401/11/09,29.8,4.22,2.48,1032
3.64009E+14,,3,1401/12/10,35.5,5.5,2.46,697
3.64009E+14,,3,1402/01/09,34.46,5.13,3.24,11966
3.64009E+14,,3,1402/02/12,40.49,5.27,2.43,22
3.64009E+14,,3,1402/03/12,43.83,5,2.23,1075
3.64009E+14,,3,1402/04/11,35.93,4.21,2.37,228
3.64009E+14,,3,1402/05/13,35.14,3.99,2.36,86
3.64009E+14,,3,1402/06/15,30.87,3.38,2.7,16
3.64009E+14,,3,1402/07/11,31.28,3.54,2.78,47
3.64009E+14,,3,1402/08/13,28.26,0,0,0
3.64009E+14,,3,1402/09/11,25.09,3.62,3.12,464
3.64009E+14,,3,1402/10/11,28.59,4.77,3.46,12
3.64009E+14,,3,1402/11/15,18.23,4.46,3.13,0
3.64009E+14,,3,1402/12/16,20.07,5,3.92,81
3.64009E+14,,1,1398/09/05,39,2.7,2.79,24
3.64009E+14,,1,1398/10/03,46,0,0,0
3.64009E+14,,1,1398/11/03,45,2.76,3.48,20
3.64009E+14,,1,1398/12/05,52.5,3.38,2.61,0
3.64009E+14,,1,1399/01/08,46,2.98,3,32
3.64009E+14,,1,1399/02/01,47,4.26,3.47,22
3.64009E+14,,1,1399/03/08,44.5,3.41,3.14,91
3.64009E+14,,1,1399/04/10,45,3.68,2.98,27
3.64009E+14,,1,1399/05/02,41,2.57,2.92,0
3.64009E+14,,1,1399/06/02,41,4.61,3.49,86
3.64009E+14,,1,1399/07/02,31,3.41,3.75,57
3.64009E+14,,1,1399/08/03,33.5,4,2,105
3.64009E+14,,1,1399/09/04,23,2.78,2.36,153
3.64009E+14,,1,1399/10/05,28,3.38,2.66,148
3.64009E+14,,1,1399/11/01,32,4.66,3.1,0
3.64009E+14,,1,1399/12/01,30,3.38,3.77,54
3.64009E+14,,1,1400/01/03,29,3.07,3.11,373
3.64009E+14,,1,1400/02/01,33,3.43,2.5,0
3.64009E+14,,1,1400/03/04,31,4.27,3.02,18
3.64009E+14,,1,1400/04/01,30,2.4,3.63,246
3.64009E+14,,1,1400/05/02,30.5,3.27,3.76,0
3.64009E+14,,1,1400/06/02,26,3.58,3.71,165
3.64009E+14,,1,1400/07/04,24,5.61,4.05,0
3.64009E+14,,1,1400/08/01,24,3.31,4.21,432
3.64009E+14,,1,1400/09/01,24,3.43,2.63,17
3.64009E+14,,1,1400/10/04,24,3.65,2.83,16
3.64009E+14,,1,1400/11/05,28.5,4.92,3.27,23
3.64009E+14,,0,1399/06/02,54,3.39,3.08,109
3.64009E+14,,1,1398/09/05,48,2.29,3.54,47
3.64009E+14,,1,1398/10/03,50,3.2,2.58,100
3.64009E+14,,1,1398/11/03,50.5,2.38,2.88,21
3.64009E+14,,1,1398/12/05,49.5,3.68,3.31,0
3.64009E+14,,1,1399/01/08,48.5,3.03,3.28,327
3.64009E+14,,1,1399/02/01,43,4.39,2.82,46
3.64009E+14,,1,1399/03/08,42,3.3,2.66,133
3.64009E+14,,1,1399/04/10,41.5,3.39,2.88,29
3.64009E+14,,1,1399/05/02,30.5,2.98,2.94,0
3.64009E+14,,2,1399/08/03,43.5,3.46,2.2,55
3.64009E+14,,2,1399/09/04,47.5,2.83,2.36,150
3.64009E+14,,2,1399/10/05,47.5,3.01,3,263
3.64009E+14,,2,1399/11/01,45,2.8,2.35,0
3.64009E+14,,2,1399/12/01,47,3.22,2.5,226
3.64009E+14,,2,1400/01/03,54,2.84,2.36,54
3.64009E+14,,2,1400/02/01,46,3.37,3.23,0
3.64009E+14,,2,1400/03/04,41.5,2.57,2.49,829
3.64009E+14,,2,1400/04/01,34,2.61,3.05,253
3.64009E+14,,2,1400/05/02,34.5,2.82,3.29,0
3.64009E+14,,2,1400/06/02,33,3.03,3.26,54
3.64009E+14,,2,1400/07/04,25.5,3.66,3.36,0
3.64009E+14,,2,1400/08/01,18,3.8,3.62,1785
3.64009E+14,,2,1400/09/01,18,3.42,2.51,20
3.64009E+14,,2,1400/11/05,25.5,4.57,3.01,145
3.64009E+14,,2,1400/12/02,28,3.36,2.8,17
3.64009E+14,,1,1398/11/03,29.5,3.47,3,17
3.64009E+14,,1,1398/12/05,34.5,4.8,3.11,0
3.64009E+14,,1,1399/01/08,37.5,2.65,2.7,482
3.64009E+14,,1,1399/02/01,35,3.71,3.08,16
3.64009E+14,,1,1399/03/08,33,3.43,2.63,20
3.64009E+14,,1,1399/04/10,36,3.34,2.76,80
3.64009E+14,,1,1399/05/02,36,3.24,2.62,0
3.64009E+14,,1,1399/06/02,33,5.33,3.68,585
3.64009E+14,,1,1399/07/02,28,3.01,3,500
3.64009E+14,,2,1399/10/05,34,5,3.3,310
3.64009E+14,,2,1399/11/01,40.5,3.6,2.53,0
3.64009E+14,,2,1399/12/01,42,2.9,2.66,186
3.64009E+14,,2,1400/01/03,37,2.84,1.97,48
3.64009E+14,,2,1400/02/01,38,3.42,3.23,0
3.64009E+14,,2,1400/03/04,33,3.24,2.66,27
3.64009E+14,,2,1400/04/01,37,1.66,3.43,86
3.64009E+14,,2,1400/05/02,34,3.24,3.4,0
3.64009E+14,,2,1400/06/02,28.5,4.46,3.35,22
3.64009E+14,,2,1400/07/04,26.5,5.62,3.45,0
3.64009E+14,,2,1400/08/01,21,5.05,3.43,658
3.64009E+14,,2,1400/09/01,19,3.35,2.61,17
3.64009E+14,,2,1400/10/04,25,3.52,2.77,17
3.64009E+14,,2,1400/11/05,22.5,4.26,3.15,23
3.64009E+14,,1,1399/03/08,35.5,4.02,3.15,1527
3.64009E+14,,1,1399/04/10,36,3.36,2.85,133
3.64009E+14,,1,1399/05/02,40,2.9,3.55,0
3.64009E+14,,1,1399/06/02,38,3.41,3.27,207
3.64009E+14,,1,1399/07/02,35,3.5,3.75,339
3.64009E+14,,1,1399/08/03,36.5,2.19,2.69,557
3.64009E+14,,1,1399/09/04,37,3.95,2.74,148
3.64009E+14,,1,1399/10/05,34,3.98,3.08,328
3.64009E+14,,1,1399/11/01,29,4.6,3.47,0
3.64009E+14,,1,1399/12/01,31,2.19,3.18,58
3.64009E+14,,1,1400/01/03,30,3.58,2.73,201
3.64009E+14,,1,1400/02/01,32,2.75,3.23,0
3.64009E+14,,1,1400/03/04,34,3.36,3.11,69
3.64009E+14,,1,1400/04/01,25,3.76,3.39,47
3.64009E+14,,1,1400/05/02,24,3.55,3.99,0
3.64009E+14,,1,1400/06/02,21.5,3.6,3.62,17
3.64009E+14,,1,1400/07/04,19,4.55,3.69,0
3.64009E+14,,1,1398/09/05,37,2.35,3.45,16
3.64009E+14,,1,1398/10/03,35,0,0,0
3.64009E+14,,1,1398/11/03,45,4.4,3.31,17
3.64009E+14,,1,1398/12/05,46.5,2.85,2.9,0
3.64009E+14,,1,1399/01/08,46,3.9,3.29,30
3.64009E+14,,1,1399/02/01,44,4.31,3.54,249
3.64009E+14,,1,1399/03/08,43.5,3.31,2.77,24
3.64009E+14,,1,1399/04/10,42.5,3.05,2.9,25
3.64009E+14,,1,1399/05/02,37.5,0,0,0
3.64009E+14,,1,1399/06/02,35,3.91,3.64,327
3.64009E+14,,1,1399/07/02,23,3.41,3,347
3.64009E+14,,2,1399/09/04,32,4.04,2.68,312
3.64009E+14,,2,1399/10/05,52,2.65,2.44,36
3.64009E+14,,2,1399/11/01,52,4.25,2.82,0
3.64009E+14,,2,1399/12/01,51,3.67,3,187
3.64009E+14,,2,1400/01/03,46,3.11,2.94,168
3.64009E+14,,2,1400/02/01,48,3.48,3.23,0
3.64009E+14,,2,1400/03/04,44.5,2.07,2.7,125
3.64009E+14,,2,1400/04/01,44.5,2.53,3.25,95
3.64009E+14,,2,1400/05/02,44,2.45,3.52,0
3.64009E+14,,2,1400/06/02,36,2.73,3.43,203
3.64009E+14,,2,1400/07/04,22,4.69,3.74,0
3.64009E+14,,2,1400/08/01,17,4.87,3.5,540
3.64009E+14,,3,1400/11/05,50,3.3,2.94,19
3.64009E+14,,3,1400/12/02,56,2.65,2.83,1359
3.64009E+14,,3,1401/01/06,49.5,3.82,2.36,3195
3.64009E+14,,3,1401/02/04,53,4.91,2.92,778
3.64009E+14,,3,1401/03/08,43,3.23,2.36,101
3.64009E+14,,3,1401/04/04,41.5,5.04,2.78,134
3.64009E+14,,3,1401/05/04,41,2.81,3.23,60
3.64009E+14,,3,1401/06/07,42.7,3.35,3.33,29
3.64009E+14,,3,1401/07/07,43.44,4.42,3.05,65
3.64009E+14,,3,1401/08/08,29.4,4.54,3.54,45
3.64009E+14,,3,1401/09/08,24.98,3.4,3.23,388
3.64009E+14,,3,1401/10/07,20.48,4.04,3.64,70
3.64009E+14,,3,1401/11/09,14.38,3.64,3.42,2304
3.64009E+14,,3,1401/12/10,14.8,5.51,2.64,1239
3.64009E+14,,1,1398/11/03,36,6.9,3.91,67
3.64009E+14,,1,1398/12/05,40.5,4.49,3.1,0
3.64009E+14,,1,1399/01/08,40,4.94,3.24,199
3.64009E+14,,1,1399/02/01,40,4.61,2.95,602
3.64009E+14,,1,1399/03/08,34,3.88,2.97,23
3.64009E+14,,1,1399/04/10,33.5,3.11,2.75,23
3.64009E+14,,1,1399/05/02,36,3.69,3.25,0
3.64009E+14,,1,1399/06/02,32.5,5.38,4.25,284
3.64009E+14,,1,1399/07/02,36,3.14,3.23,188
3.64009E+14,,1,1399/08/03,30.5,3.24,3.23,56
3.64009E+14,,1,1399/09/04,32,2.85,2.35,166
3.64009E+14,,1,1399/10/05,28.5,4.85,2.85,167
3.64009E+14,,1,1399/11/01,27.5,5.3,3.56,0
3.64009E+14,,1,1399/12/01,30,3.65,3.62,328
3.64009E+14,,1,1400/01/03,24,4.12,3.01,304
3.64009E+14,,1,1400/02/01,28.5,2.96,2.5,0
3.64009E+14,,1,1400/03/04,25,4.42,3.43,17
3.64009E+14,,1,1400/04/01,24.5,2.66,4.13,58
3.64009E+14,,1,1400/05/02,15.5,3.42,3.26,0
3.64009E+14,,1,1400/06/02,19,0,0,0
3.64009E+14,,2,1400/07/04,37.5,5.35,3.3,0
3.64009E+14,,2,1400/08/01,45,5.1,3.28,454
3.64009E+14,,2,1400/09/01,45,3.64,2.78,19
3.64009E+14,,2,1400/10/04,39.5,3.44,2.77,17
3.64009E+14,,2,1400/11/05,37.5,3.55,3.02,18
3.64009E+14,,2,1400/12/02,39.5,3.89,3.39,51
3.64009E+14,,2,1401/01/06,40,5.25,3.15,87
3.64009E+14,,2,1401/02/04,36.5,4.3,2.91,31
3.64009E+14,,2,1401/03/08,37.5,4.29,2.51,28
3.64009E+14,,2,1401/04/04,33,3.06,3.63,186
3.64009E+14,,2,1401/05/04,29,3.35,3.84,171
3.64009E+14,,2,1401/06/07,31.88,3.31,3.17,60
3.64009E+14,,0,1403/05/15,32.18,5.59,4.16,185
3.64009E+14,,1,1398/12/05,37,3.39,2.82,0
3.64009E+14,,1,1399/01/08,47,3.14,2.86,84
3.64009E+14,,1,1399/02/01,37.5,3.44,3.75,22
3.64009E+14,,1,1399/03/08,42,3.97,2.98,22
3.64009E+14,,1,1399/04/10,36,2.93,2.88,84
3.64009E+14,,1,1399/05/02,40,3.59,3.28,0
3.64009E+14,,1,1399/06/02,39,3.82,3.27,5120
3.64009E+14,,1,1399/07/02,38,3.38,2.66,362
3.64009E+14,,1,1399/08/03,38,3.87,3.49,61
3.64009E+14,,1,1399/09/04,32.5,2.86,2.37,215
3.64009E+14,,1,1399/10/05,29,2.63,2.88,45
3.64009E+14,,2,1399/12/01,34,3.63,3.31,47
3.64009E+14,,2,1400/01/03,54,2.19,2.38,42
3.64009E+14,,2,1400/02/01,53.5,2.38,3.23,0
3.64009E+14,,2,1400/03/04,51,1.41,2.17,24
3.64009E+14,,2,1400/04/01,48,2.65,2.87,138
3.64009E+14,,2,1400/05/02,46,2.67,2.88,0
3.64009E+14,,2,1400/06/02,37.5,2.7,3.09,31
3.64009E+14,,2,1400/07/04,39.5,3.64,2.86,0
3.64009E+14,,2,1400/08/01,38,3.26,2.97,174
3.64009E+14,,2,1400/09/01,39,2.96,2.31,19
3.64009E+14,,2,1400/10/04,34,2.75,2.67,20
3.64009E+14,,2,1400/11/05,27,3.38,3.1,19
3.64009E+14,,2,1400/12/02,19,4.22,3.44,20
3.64009E+14,,2,1401/01/06,30,3.55,2.95,93
3.64009E+14,,3,1401/03/08,38,5.14,2.41,29
3.64009E+14,,3,1401/04/04,58,2.38,2.95,81
3.64009E+14,,3,1401/05/04,56,2.86,2.93,33
3.64009E+14,,3,1401/06/07,46.18,2.88,3.04,40
3.64009E+14,,3,1401/07/07,49.27,6.46,2.74,310
3.64009E+14,,3,1401/08/08,42.9,6.77,3.56,29
3.64009E+14,,3,1401/09/08,50.36,5.32,2.67,310
3.64009E+14,,3,1401/10/07,45.37,2.69,2.89,69
3.64009E+14,,3,1401/11/09,41.35,5.51,2.71,2163
3.64009E+14,,3,1401/12/10,42.98,3.62,2.32,26
3.64009E+14,,3,1402/01/09,34.83,4.31,3.75,6720
3.64009E+14,,3,1402/02/12,32.69,4.46,3.01,172
3.64009E+14,,4,1402/05/13,59.36,4.13,2.06,18
3.64009E+14,,4,1402/06/15,58.16,5,2.31,81
3.64009E+14,,4,1402/07/11,52.73,4.27,2.76,1724
3.64009E+14,,4,1402/08/13,49.74,0,0,0
3.64009E+14,,4,1402/09/11,47.53,3.81,2.68,1353
3.64009E+14,,4,1402/10/11,43.25,2.5,2.82,13
3.64009E+14,,4,1402/11/15,44.49,4,3.03,0
3.64009E+14,,4,1402/12/16,32.42,5,3.54,347
3.64009E+14,,4,1403/02/07,43.13,3.68,3.08,150
3.64009E+14,,5,1403/06/18,58.1,2,3.29,13
3.64009E+14,,5,1403/07/22,45.17,5,2.23,177
3.64009E+14,,5,1403/08/24,55.07,5,2.64,107
3.64009E+14,,3,1401/06/07,34.69,4.08,3.39,39
3.64009E+14,,1,1398/10/03,28,4.52,3.59,60
3.64009E+14,,1,1398/11/03,34,5.49,4.1,21
3.64009E+14,,1,1398/12/05,40.5,3.14,2.86,0
3.64009E+14,,1,1399/01/08,40,4.49,3.1,65
3.64009E+14,,1,1399/02/01,39,4.33,3.23,139
3.64009E+14,,1,1399/03/08,37,3.45,2.82,114
3.64009E+14,,1,1399/04/10,38,3.16,2.63,246
3.64009E+14,,1,1399/05/02,36,2.86,3.31,0
3.64009E+14,,1,1399/06/02,34,0,0,0
3.64009E+14,,2,1399/09/04,29,2.88,2.36,149
3.64009E+14,,2,1399/10/05,35,5,3,429
3.64009E+14,,2,1399/11/01,35,2.85,2.47,0
3.64009E+14,,2,1399/12/01,38,3.02,2.88,357
3.64009E+14,,2,1400/01/03,40,2.97,2.63,88
3.64009E+14,,2,1400/02/01,40,4.34,2.5,0
3.64009E+14,,2,1400/03/04,39.5,2.79,2.97,72
3.64009E+14,,2,1400/04/01,41,2.9,3.52,87
3.64009E+14,,2,1400/05/02,33,2.7,3.66,0
3.64009E+14,,2,1400/06/02,25,4.52,3.67,19
3.64009E+14,,2,1400/07/04,31.5,5.64,3.82,0
3.64009E+14,,2,1400/08/01,29,5.35,4.1,772
3.64009E+14,,2,1400/09/01,31.5,4.11,3.16,17
3.64009E+14,,2,1400/10/04,30,3.27,3.02,16
3.64009E+14,,2,1400/11/05,28.5,4.18,3.43,17
3.64009E+14,,2,1400/12/02,30,4.67,3.81,18
3.64009E+14,,2,1401/01/06,23,2.39,3.17,24
3.64009E+14,,2,1401/02/04,29,6.78,3.03,84
3.64009E+14,,3,1401/04/04,42,3.29,3.09,114
3.64009E+14,,3,1401/05/04,49.5,3.48,3.1,123
3.64009E+14,,3,1401/07/07,50.42,5.37,2.89,139
3.64009E+14,,3,1401/08/08,52.79,3.67,2.89,155
3.64009E+14,,3,1401/09/08,38.14,6.23,3.48,55
3.64009E+14,,3,1401/10/07,45.01,4.94,3.78,66
3.64009E+14,,3,1401/11/09,43.71,3.85,3.42,32
3.64009E+14,,3,1401/12/10,44.3,6.05,2.9,148
3.64009E+14,,3,1402/01/09,30.97,3.36,3.12,19
3.64009E+14,,1,1398/09/05,21,2,3.71,28
3.64009E+14,,1,1398/10/03,44,2.87,3,116
3.64009E+14,,1,1398/11/03,42,4.12,2.95,20
3.64009E+14,,1,1398/12/05,43,2.65,2.7,0
3.64009E+14,,1,1399/01/08,40.5,3.8,3.33,72
3.64009E+14,,1,1399/02/01,38,4.87,3.2,189
3.64009E+14,,1,1399/03/08,34,3.71,3.01,371
3.64009E+14,,1,1399/04/10,38,3.04,2.61,21
3.64009E+14,,1,1399/05/02,33.5,3.14,3.06,0
3.64009E+14,,1,1399/06/02,35,6.02,3.5,73
3.64009E+14,,1,1399/07/02,34,3.15,3,53
3.64009E+14,,1,1399/08/03,32.5,3.38,3.23,470
3.64009E+14,,1,1399/09/04,30,2.78,2.36,147
3.64009E+14,,2,1399/12/01,46,3.37,3.23,130
3.64009E+14,,2,1400/01/03,50,3.41,2.49,278
3.64009E+14,,2,1400/02/01,53,3.88,3.23,0
3.64009E+14,,2,1400/03/04,45.5,2.5,2.44,30
3.64009E+14,,2,1400/04/01,42.5,3.5,2.77,27
3.64009E+14,,2,1400/05/02,41,3.78,3.1,0
3.64009E+14,,2,1400/06/02,32.5,3.81,3.23,1132
3.64009E+14,,2,1400/07/04,33,5.23,3.28,0
3.64009E+14,,2,1400/08/01,33,5.11,3.5,232
3.64009E+14,,2,1400/09/01,35,4.92,2.7,18
3.64009E+14,,2,1400/10/04,28.5,3.45,2.62,19
3.64009E+14,,2,1400/11/05,20,5.1,3.4,17
3.64009E+14,,2,1400/12/02,27,3.91,3.51,21
3.64009E+14,,2,1401/01/06,29,5.35,3.16,21
3.64009E+14,,2,1401/02/04,27,3.13,3.19,47
3.64009E+14,,1,1398/12/05,40.5,2.42,2.99,0
3.64009E+14,,1,1399/01/08,44,3.67,2.99,88
3.64009E+14,,1,1399/02/01,43,4.29,2.79,87
3.64009E+14,,1,1399/03/08,40,3.71,3.01,332
3.64009E+14,,1,1399/04/10,42,3.34,2.88,162
3.64009E+14,,1,1399/05/02,40.5,3.47,3.22,0
3.64009E+14,,1,1399/06/02,42,3.72,3.63,510
3.64009E+14,,1,1399/07/02,41,3.51,3.23,184
3.64009E+14,,1,1399/08/03,38.5,3.49,3.23,50
3.64009E+14,,1,1399/09/04,33.5,2.88,2.36,162
3.64009E+14,,1,1399/10/05,31,3.66,2.95,68
3.64009E+14,,1,1399/11/01,29.5,2.93,3.11,0
3.64009E+14,,1,1399/12/01,35,2.83,2.5,152
3.64009E+14,,1,1400/01/03,32,3.67,3.2,114
3.64009E+14,,1,1400/02/01,34.5,3.36,3.23,0
3.64009E+14,,1,1400/03/04,33.5,3.67,2.98,210
3.64009E+14,,1,1400/04/01,31.5,3.27,3.51,325
3.64009E+14,,1,1400/05/02,30.5,3.79,3.55,0
3.64009E+14,,1,1400/06/02,25.5,3.44,3.53,19
3.64009E+14,,1,1400/07/04,28,3.54,2.96,0
3.64009E+14,,2,1400/09/01,49,4.49,2.43,17
3.64009E+14,,2,1400/10/04,59.5,4.3,2.78,17
3.64009E+14,,2,1400/11/05,47,2.7,2.71,24
3.64009E+14,,2,1400/12/02,52,2.01,2.83,34
3.64009E+14,,2,1401/01/06,44.5,2.53,2.98,29
3.64009E+14,,2,1401/02/04,44,3.23,2.93,97
3.64009E+14,,2,1401/03/08,46,3.9,2.28,34
3.64009E+14,,2,1401/04/04,43,2.73,3.09,487
3.64009E+14,,2,1401/05/04,38,2.87,3.37,1153
3.64009E+14,,2,1401/06/07,37.5,3.79,3.84,31
3.64009E+14,,2,1401/07/07,31.36,5.7,3.39,32
3.64009E+14,,2,1401/08/08,30.1,6.99,3.17,39
3.64009E+14,,2,1401/09/08,30.65,5.82,3.71,31
3.64009E+14,,2,1401/10/07,24.89,4.83,3.61,70
3.64009E+14,,2,1401/11/09,24.07,3.82,3.32,1470
3.64009E+14,,2,1401/12/10,21.77,4.86,2.72,662
3.64009E+14,,2,1402/01/09,20.44,4.43,3.37,1258
3.64009E+14,,0,1401/10/07,8.88,6.71,4.44,68
3.64009E+14,,1,1399/02/01,20,3.54,2.75,940
3.64009E+14,,1,1399/03/08,40,3.87,3.03,37
3.64009E+14,,1,1399/04/10,42.5,2.88,3.06,48
3.64009E+14,,1,1399/05/02,39.5,2.5,3.62,0
3.64009E+14,,1,1399/06/02,37.5,4.84,3.2,58
3.64009E+14,,1,1399/07/02,36,3.38,2.72,53
3.64009E+14,,1,1399/08/03,37,3.5,3.07,39
3.64009E+14,,1,1399/09/04,32,3.91,2.76,147
3.64009E+14,,1,1399/10/05,34.5,3.38,3.63,155
3.64009E+14,,1,1399/11/01,33,4.27,3.28,0
3.64009E+14,,1,1399/12/01,35,3.33,2.91,176
3.64009E+14,,1,1400/01/03,31,3.99,2.75,269
3.64009E+14,,1,1400/02/01,33,3.84,2.5,0
3.64009E+14,,1,1400/03/04,34,4.14,3.13,79
3.64009E+14,,1,1400/04/01,31.5,3.57,3.68,80
3.64009E+14,,1,1400/05/02,31,4.35,3.79,0
3.64009E+14,,1,1400/06/02,23.5,5.37,3.95,19
3.64009E+14,,1,1400/07/04,30,3.39,3.08,0
3.64009E+14,,2,1400/09/01,50.5,3.53,2.16,18
3.64009E+14,,2,1400/10/04,54.5,3.57,2.95,16
3.64009E+14,,2,1400/11/05,53,1.72,2.62,22
3.64009E+14,,2,1400/12/02,45,2.84,2.7,22
3.64009E+14,,2,1401/01/06,46,2.11,2.25,138
3.64009E+14,,2,1401/02/04,45,3.97,2.38,35
3.64009E+14,,2,1401/03/08,43,2.52,2.37,31
3.64009E+14,,2,1401/04/04,45,2.85,3.26,95
3.64009E+14,,2,1401/05/04,39.5,2.95,3.44,124
3.64009E+14,,2,1401/06/07,42.8,4.25,3.39,90
3.64009E+14,,2,1401/07/07,40.3,5.53,3.76,124
3.64009E+14,,2,1401/08/08,31.92,4.32,3.1,183
3.64009E+14,,2,1401/09/08,24.16,5.21,3.62,124
3.64009E+14,,3,1401/12/10,44.52,6.9,2.72,79
3.64009E+14,,3,1402/01/09,60.67,5.53,3.52,39
3.64009E+14,,3,1402/02/12,55.43,4.71,2.27,128
3.64009E+14,,3,1402/03/12,62.75,0,0,0
3.64009E+14,,3,1402/04/11,50.96,3.32,2.13,18
3.64009E+14,,3,1402/05/13,42.87,3.68,2.23,18
