RegNo,HerdCode,CalvePeriod,RecordDate,SumMilk,FatPercent,ProPercent,SomaticCell
3.64099E+14,,2,1388/08/05,23.8,3,3,0
3.64099E+14,,2,1388/09/04,24,3.4,3.2,0
3.64099E+14,,1,1387/01/10,35,3,3,0
3.64099E+14,,1,1387/02/09,37.2,3.2,3,0
3.64099E+14,,1,1387/03/08,32.8,3.3,2.9,0
3.64099E+14,,1,1387/04/07,39,2.9,3.1,0
3.64099E+14,,1,1387/05/07,37,3,3.1,0
3.64099E+14,,1,1387/06/06,33.4,3.3,3.3,0
3.64099E+14,,1,1387/07/09,28.2,3.6,3,0
3.64099E+14,,1,1387/08/08,30.8,3.35,3.2,0
3.64099E+14,,1,1387/09/07,24.6,3.2,3.2,0
3.64099E+14,,1,1387/10/08,25,3.5,3.1,0
3.64099E+14,,1,1388/01/08,52,2.4,3.1,0
3.64099E+14,,1,1388/02/08,52,2.6,3.25,0
3.64099E+14,,1,1388/03/07,44.2,2.5,3.15,0
3.64099E+14,,1,1388/04/06,46.4,3.22,3,0
3.64099E+14,,1,1388/10/04,17,4,3.1,0
3.64099E+14,,1,1388/11/04,20,4.1,3.2,0
3.64099E+14,,1,1388/12/04,14,3.75,2.9,0
3.64099E+14,,1,1389/01/04,13.2,4.4,3.1,0
3.64099E+14,,3,1389/04/06,52,2.5,2.5,0
3.64099E+14,,3,1389/05/05,43.2,3.5,3.25,0
3.64099E+14,,3,1389/06/04,47.2,2.5,2.5,0
3.64099E+14,,3,1389/07/04,37,2.9,3.1,0
3.64099E+14,,3,1389/08/04,36.8,3,3,0
3.64099E+14,,3,1389/09/05,31.6,3.7,3.2,0
3.64099E+14,,3,1389/10/04,30.2,3.2,3.2,0
3.64099E+14,,3,1389/11/04,42.2,3.3,3.2,0
3.64099E+14,,3,1389/12/03,33,3.4,3.1,0
3.64099E+14,,3,1390/01/05,29,3.5,3.2,0
3.64099E+14,,3,1390/02/04,31.6,3.9,3.3,0
3.64099E+14,,3,1390/03/04,32,3.3,3,0
3.64099E+14,,3,1390/04/05,31.2,3.6,3.1,0
3.64099E+14,,3,1390/05/05,28,3.8,3.1,0
3.64099E+14,,3,1390/06/06,23,4.2,3.3,0
3.64099E+14,,3,1390/07/05,18.2,3.7,3.2,0
3.64099E+14,,1,1388/05/07,46.6,3.5,2.8,0
3.64099E+14,,1,1388/06/07,46.4,2.8,2.8,0
3.64099E+14,,1,1388/07/07,42.6,3.8,3,0
3.64099E+14,,1,1388/08/05,29.8,3.2,3.2,0
3.64099E+14,,1,1388/09/04,26.6,3.1,3,0
3.64099E+14,,1,1387/04/07,33.8,2.7,3.2,0
3.64099E+14,,1,1387/05/07,31.4,2.6,3.1,0
3.64099E+14,,1,1387/06/06,29.6,3.4,3.1,0
3.64099E+14,,1,1387/07/09,32.2,3.2,2.7,0
3.64099E+14,,1,1387/08/08,28,3.4,3,0
3.64099E+14,,1,1387/09/07,27.6,3,3.2,0
3.64099E+14,,1,1387/10/08,26.6,3,3.3,0
3.64099E+14,,1,1387/11/08,20,3.6,3.15,0
3.64099E+14,,1,1387/12/08,23.4,4,3.2,0
3.64099E+14,,1,1388/01/08,24.4,3.2,3.2,0
3.64099E+14,,1,1388/02/08,23,3.4,3.15,0
3.64099E+14,,1,1388/03/07,23,4.1,3.25,0
3.64099E+14,,1,1388/04/06,19.6,3.18,3.14,0
3.64099E+14,,2,1388/08/05,17,5,3.01,0
3.64099E+14,,2,1388/10/04,18,3.4,3.1,0
3.64099E+14,,2,1388/11/04,16,3.3,3.3,0
3.64099E+14,,2,1388/12/04,14,3.6,3.2,0
3.64099E+14,,2,1389/01/04,15.2,4,3,0
3.64099E+14,,2,1389/02/05,23,4.4,3.2,0
3.64099E+14,,2,1389/03/05,23,3.8,3.2,0
3.64099E+14,,2,1389/04/06,23.6,3.7,3.1,0
3.64099E+14,,3,1389/07/04,33.2,3.7,3,0
3.64099E+14,,3,1389/08/04,42,3.2,3.1,0
3.64099E+14,,3,1389/09/05,36.4,3.4,3.15,0
3.64099E+14,,3,1389/10/04,39,2.6,2.6,0
3.64099E+14,,3,1389/11/04,38.4,3,3,0
3.64099E+14,,3,1389/12/03,32,3.9,2.9,0
3.64099E+14,,3,1390/01/05,29,4.6,3.1,0
3.64099E+14,,3,1390/02/04,26,5,3.1,0
3.64099E+14,,3,1390/03/04,29.4,3.5,3.1,0
3.64099E+14,,3,1390/04/05,26,3.7,3.1,0
3.64099E+14,,3,1390/05/05,27,4.5,3.2,0
3.64099E+14,,3,1390/06/06,19,4,3.2,0
3.64099E+14,,4,1390/08/06,31.6,3,3,0
3.64099E+14,,4,1390/09/04,32.4,3.1,3,0
3.64099E+14,,4,1390/10/04,28.4,3.3,3.2,0
3.64099E+14,,4,1390/11/06,28,3.5,3.1,0
3.64099E+14,,4,1390/12/06,27,3.3,3.1,0
3.64099E+14,,4,1391/04/01,20.8,4.1,3.2,0
3.64099E+14,,4,1391/05/03,20.4,3.7,3.1,0
3.64099E+14,,4,1391/06/05,15.6,4.2,3,0
3.64099E+14,,2,1388/07/07,40.4,3.2,3.1,0
3.64099E+14,,2,1388/09/04,28.2,4,3.3,0
3.64099E+14,,1,1386/12/11,25.6,3.4,3.2,0
3.64099E+14,,1,1387/01/10,38.6,3,3,0
3.64099E+14,,1,1387/02/09,33.4,3.3,3.2,0
3.64099E+14,,1,1387/03/08,33.8,3.4,3.1,0
3.64099E+14,,1,1387/04/07,39,2.8,3.2,0
3.64099E+14,,1,1387/05/07,36.8,2.8,3.2,0
3.64099E+14,,1,1387/06/06,30.8,3.5,3.1,0
3.64099E+14,,1,1387/07/09,33.6,2.8,3.1,0
3.64099E+14,,1,1387/08/08,35,2.8,3.2,0
3.64099E+14,,1,1387/09/07,31,3.2,3.2,0
3.64099E+14,,1,1387/10/08,31,3,3,0
3.64099E+14,,1,1388/01/08,33.6,3.2,3.4,0
3.64099E+14,,1,1388/02/08,55.2,2.9,3.4,0
3.64099E+14,,1,1388/03/07,49.4,3.5,3.15,0
3.64099E+14,,1,1388/04/06,49,2.17,3.01,0
3.64099E+14,,1,1388/10/04,18.4,3.2,3,0
3.64099E+14,,1,1388/11/04,22,3.2,3.1,0
3.64099E+14,,1,1388/12/04,14,3.7,3.2,0
3.64099E+14,,1,1389/01/04,16,3.5,3.1,0
3.64099E+14,,2,1389/05/05,44,3.4,3.2,0
3.64099E+14,,2,1389/06/04,48,3.2,2.6,0
3.64099E+14,,2,1389/07/04,41.6,3.3,3.1,0
3.64099E+14,,2,1389/08/04,32,3.3,3.1,0
3.64099E+14,,2,1389/09/05,35,3.4,3.1,0
3.64099E+14,,2,1389/10/04,37,3,3,0
3.64099E+14,,2,1389/11/04,36,3,3,0
3.64099E+14,,2,1389/12/03,33,3,3,0
3.64099E+14,,2,1390/01/05,28,3.1,3.1,0
3.64099E+14,,2,1390/02/04,22.4,4,3.1,0
3.64099E+14,,3,1390/06/06,47,3.2,3,0
3.64099E+14,,3,1390/07/05,42.6,3.3,3,0
3.64099E+14,,3,1390/08/06,40.2,2.9,3,0
3.64099E+14,,3,1390/09/04,32.4,3.4,3.1,0
3.64099E+14,,3,1390/10/04,30.6,3.3,3.2,0
3.64099E+14,,3,1390/11/06,30.4,3.2,3.2,0
3.64099E+14,,3,1390/12/06,33.8,3.5,3.2,0
3.64099E+14,,1,1388/05/07,45.4,3.6,3.1,0
3.64099E+14,,1,1388/06/07,47.4,2.8,2.8,0
3.64099E+14,,1,1388/07/07,45.6,3.2,3.1,0
3.64099E+14,,1,1388/08/05,31.2,3.3,3.2,0
3.64099E+14,,1,1388/09/04,26.2,3.2,3,0
3.64099E+14,,1,1387/01/10,32.6,3.1,3.1,0
3.64099E+14,,1,1387/02/09,32,3,3,0
3.64099E+14,,1,1387/03/08,25,3.4,2.9,0
3.64099E+14,,1,1387/04/07,30.2,3.5,3.15,0
3.64099E+14,,1,1387/05/07,28.8,3,3,0
3.64099E+14,,1,1387/06/06,24,3.5,3.25,0
3.64099E+14,,1,1387/07/09,23,3.5,3.1,0
3.64099E+14,,1,1387/08/08,25,2.9,3.2,0
3.64099E+14,,1,1387/09/07,26.2,4,3.2,0
3.64099E+14,,1,1387/10/08,19.4,3.6,3.2,0
3.64099E+14,,1,1387/11/08,19,4,3.25,0
3.64099E+14,,1,1387/12/08,19.8,4.5,3.3,0
3.64099E+14,,1,1388/01/08,17.2,4,3.25,0
3.64099E+14,,1,1387/03/08,27.4,5.2,3.3,0
3.64099E+14,,1,1387/04/07,28.8,2.9,3.1,0
3.64099E+14,,1,1387/05/07,28.6,4,3.1,0
3.64099E+14,,1,1387/06/06,27,3.4,3,0
3.64099E+14,,1,1387/07/09,27.6,4.1,3.2,0
3.64099E+14,,1,1387/08/08,25,4.1,3.2,0
3.64099E+14,,1,1387/09/07,20.6,3.2,3.2,0
3.64099E+14,,1,1387/10/08,27,3.4,3.2,0
3.64099E+14,,1,1387/11/08,22.4,3.9,3.2,0
3.64099E+14,,1,1387/12/08,20,3.9,3.1,0
3.64099E+14,,1,1388/01/08,22,3.9,3.1,0
3.64099E+14,,1,1388/06/07,23.6,4,3.1,0
3.64099E+14,,1,1388/10/04,14.2,3.4,3.1,0
3.64099E+14,,1,1388/11/04,13.6,3.6,3.3,0
3.64099E+14,,1,1388/12/04,15,3.7,3.2,0
3.64099E+14,,1,1389/01/04,12.8,3.95,3.1,0
3.64099E+14,,3,1389/04/06,24.2,3.5,3.4,0
3.64099E+14,,3,1389/05/05,41.6,3,3,0
3.64099E+14,,3,1389/06/04,42.4,2.9,2.7,0
3.64099E+14,,3,1389/07/04,34.4,3.1,3.1,0
3.64099E+14,,3,1389/08/04,35,3.4,3.2,0
3.64099E+14,,3,1389/09/05,30,4.1,3.3,0
3.64099E+14,,3,1389/10/04,26,3.9,3.1,0
3.64099E+14,,3,1389/11/04,22,4.2,3.2,0
3.64099E+14,,3,1389/12/03,13.4,4.9,3.1,0
3.64099E+14,,3,1390/01/05,11,4.7,3.3,0
3.64099E+14,,4,1390/04/05,46,2.9,2.9,0
3.64099E+14,,4,1390/05/05,49.2,3.1,3,0
3.64099E+14,,4,1390/06/06,41.4,3,3,0
3.64099E+14,,4,1390/07/05,38,3.1,3,0
3.64099E+14,,4,1390/08/06,33,3,3.1,0
3.64099E+14,,4,1390/09/04,26,4,3,0
3.64099E+14,,4,1390/10/04,21.6,4.1,3,0
3.64099E+14,,4,1390/11/06,15.4,4.5,3.1,0
3.64099E+14,,1,1388/05/07,33,3.7,3.2,0
3.64099E+14,,1,1388/07/07,39,3.3,3,0
3.64099E+14,,1,1388/08/05,12.2,3.6,3.1,0
3.64099E+14,,1,1388/09/04,21,4,3.1,0
3.64099E+14,,0,1387/07/09,28.8,3.2,2.9,0
3.64099E+14,,0,1387/08/08,33.4,3.25,3.2,0
3.64099E+14,,0,1387/09/07,34,2.8,3.2,0
3.64099E+14,,0,1387/10/08,28,3.1,3.1,0
3.64099E+14,,0,1387/11/08,30.8,3,3.2,0
3.64099E+14,,0,1387/12/08,30,3.3,3.4,0
3.64099E+14,,0,1388/01/08,32.8,3,3.2,0
3.64099E+14,,0,1388/02/08,32,4.5,3.3,0
3.64099E+14,,0,1388/03/07,33.6,3.1,3.3,0
3.64099E+14,,0,1388/04/06,33,2.28,3.31,0
3.64099E+14,,0,1388/10/04,10,3.7,3,0
3.64099E+14,,0,1388/11/07,27,4.5,3.12,0
3.64099E+14,,0,1388/12/04,6,4.9,3.2,0
3.64099E+14,,2,1389/04/06,30.6,3.2,3.3,0
3.64099E+14,,2,1389/05/05,41,3,3,0
3.64099E+14,,2,1389/06/04,43.4,3,2.8,0
3.64099E+14,,2,1389/07/04,37,3,3,0
3.64099E+14,,2,1389/08/04,33,3.5,3,0
3.64099E+14,,2,1389/09/05,29,3.7,3.1,0
3.64099E+14,,2,1389/10/04,28,4,3,0
3.64099E+14,,2,1389/11/04,22,4.3,3.25,0
3.64099E+14,,2,1389/12/03,19.6,4.6,3.1,0
3.64099E+14,,2,1390/01/05,15.8,5.4,3.2,0
3.64099E+14,,0,1388/05/07,35.8,3.6,3.2,0
3.64099E+14,,0,1388/06/07,33.6,3.2,3.2,0
3.64099E+14,,0,1388/07/07,31.8,3.5,3.1,0
3.64099E+14,,0,1388/08/05,18.2,3.1,3.1,0
3.64099E+14,,0,1388/09/04,16.6,3.7,3.3,0
3.64099E+14,,0,1389/12/03,27.6,3.7,3.1,0
3.64099E+14,,1,1387/03/08,28,3.6,3.2,0
3.64099E+14,,1,1387/04/07,33.2,3.6,3.1,0
3.64099E+14,,1,1387/05/07,32,3.4,3.2,0
3.64099E+14,,1,1387/06/06,25.2,3.3,2.8,0
3.64099E+14,,1,1387/07/09,22.4,3.8,3,0
3.64099E+14,,1,1387/08/08,23,3.8,3.2,0
3.64099E+14,,1,1387/09/07,21.8,4,3.3,0
3.64099E+14,,1,1387/10/08,21.6,3.8,3.2,0
3.64099E+14,,1,1387/11/08,20,4.4,3.3,0
3.64099E+14,,1,1387/12/08,21.8,4.8,3.4,0
3.64099E+14,,2,1388/03/07,40,2.6,3.2,0
3.64099E+14,,2,1388/04/06,48,2.3,3.2,0
3.64099E+14,,2,1388/10/04,14.6,3.9,3.4,0
3.64099E+14,,2,1388/11/04,7.6,4.6,3.9,0
3.64099E+14,,2,1388/12/04,9,3.9,3.1,0
3.64099E+14,,2,1389/01/04,10.6,3.9,3.1,0
3.64099E+14,,3,1389/04/06,46,2.7,2.6,0
3.64099E+14,,3,1389/05/05,44.4,3,2.7,0
3.64099E+14,,3,1389/06/04,33.4,3.6,3.2,0
3.64099E+14,,3,1389/07/04,39,3.4,3.1,0
3.64099E+14,,3,1389/08/04,38.2,3.6,2.9,0
3.64099E+14,,3,1389/10/04,38,3.6,3.2,0
3.64099E+14,,3,1389/11/04,31.6,4.1,3.2,0
3.64099E+14,,4,1390/03/04,39,3,3,0
3.64099E+14,,4,1390/04/05,45.4,2.8,2.9,0
3.64099E+14,,4,1390/05/05,42.6,3.2,3,0
3.64099E+14,,4,1390/06/06,33.4,3.6,2.9,0
3.64099E+14,,4,1390/07/05,35,3.4,3.1,0
3.64099E+14,,4,1390/08/06,28.4,3.3,3.1,0
3.64099E+14,,4,1390/09/04,25,3.4,3.1,0
3.64099E+14,,4,1390/10/04,23.4,3.4,3.2,0
3.64099E+14,,4,1390/11/06,28,3.1,3,0
3.64099E+14,,4,1390/12/06,24.4,4.9,2.6,0
3.64099E+14,,4,1391/04/01,13.6,5,3,0
3.64099E+14,,4,1391/05/03,7,3.8,3.4,0
3.64099E+14,,5,1391/10/03,44,3,3,0
3.64099E+14,,5,1391/11/04,48.6,2.9,3,0
3.64099E+14,,5,1391/12/02,48,3,3.2,0
3.64099E+14,,5,1392/01/02,39,3.3,3.1,0
3.64099E+14,,5,1392/02/05,35.2,3,3,0
3.64099E+14,,5,1392/03/05,31,3.6,3.2,0
3.64099E+14,,5,1392/04/04,29.2,3.9,3.1,0
3.64099E+14,,5,1392/05/03,30.6,3,3,0
3.64099E+14,,5,1392/06/06,27,3.5,3.2,0
3.64099E+14,,5,1392/07/03,21,3.8,3.1,0
3.64099E+14,,5,1392/08/02,11,3.8,3.1,0
3.64099E+14,,6,1392/11/05,25,4.3,3.1,0
3.64099E+14,,6,1393/01/02,20,3.3,3.1,0
3.64099E+14,,6,1393/02/02,19,4.5,3.1,0
3.64099E+14,,6,1393/03/05,18,4.2,3,0
3.64099E+14,,6,1393/04/03,14.2,4.3,3.3,0
3.64099E+14,,2,1388/05/07,46.8,3.9,3.2,0
3.64099E+14,,2,1388/06/07,43.2,2.8,2.8,0
3.64099E+14,,2,1388/07/07,39.6,3.1,3,0
3.64099E+14,,2,1388/08/05,25.2,3.2,3.1,0
3.64099E+14,,2,1388/09/04,26.4,4,3.4,0
3.64099E+14,,1,1387/06/06,25,3.9,3,0
3.64099E+14,,1,1387/07/09,28.4,2.8,3.1,0
3.64099E+14,,1,1387/08/08,28.8,3.25,3.25,0
3.64099E+14,,1,1387/09/07,22.6,3.4,3.2,0
3.64099E+14,,1,1387/10/08,24.2,3.3,3,0
3.64099E+14,,1,1387/11/08,29,3,3.2,0
3.64099E+14,,1,1387/12/08,28.6,3.4,3.4,0
3.64099E+14,,1,1388/01/08,13.8,4.7,3.15,0
3.64099E+14,,1,1388/02/08,24,3.4,3.2,0
3.64099E+14,,1,1388/10/04,17.6,3.9,3.2,0
3.64099E+14,,1,1388/11/04,14.2,3.7,3.1,0
3.64099E+14,,1,1388/12/04,12.6,3.7,3,0
3.64099E+14,,1,1389/01/04,11,3.8,3.4,0
3.64099E+14,,1,1389/02/05,15,4,3.2,0
3.64099E+14,,1,1389/03/05,14,4.4,3.1,0
3.64099E+14,,3,1389/06/04,35.4,3.8,3.25,0
3.64099E+14,,3,1389/07/04,32,3.5,3.4,0
3.64099E+14,,3,1389/08/04,35,3.5,3.2,0
3.64099E+14,,3,1389/09/05,30,3.5,3.1,0
3.64099E+14,,3,1389/10/04,30,3.7,3.35,0
3.64099E+14,,3,1389/11/04,28,3.6,3.2,0
3.64099E+14,,3,1389/12/03,20,4.2,3.1,0
3.64099E+14,,3,1390/01/05,18,4.9,3.2,0
3.64099E+14,,3,1390/02/04,13.8,5.1,3,0
3.64099E+14,,4,1390/05/05,34,3.5,3.1,0
3.64099E+14,,4,1390/06/06,25,4.1,3,0
3.64099E+14,,4,1390/07/05,34.4,4.3,3.1,0
3.64099E+14,,4,1390/08/06,28,3.9,3.1,0
3.64099E+14,,4,1390/09/04,28,3.3,2.9,0
3.64099E+14,,4,1390/10/04,28,3.5,3.3,0
3.64099E+14,,4,1390/11/06,26,2.7,3.1,0
3.64099E+14,,4,1390/12/06,23.4,5.4,3.4,0
3.64099E+14,,5,1391/05/03,29.6,3.5,3.1,0
3.64099E+14,,5,1391/06/05,38.8,2.9,3.1,0
3.64099E+14,,5,1391/07/03,33.6,3.1,3.1,0
3.64099E+14,,5,1391/08/04,29.4,3.4,3.1,0
3.64099E+14,,1,1388/06/07,40,2.8,2.8,0
3.64099E+14,,1,1388/07/07,39.6,2.8,3,0
3.64099E+14,,1,1388/08/05,28,3,3,0
3.64099E+14,,1,1388/09/04,22,3.1,3,0
3.64099E+14,,1,1387/05/07,17.8,3.3,3.1,0
3.64099E+14,,1,1387/06/06,23.6,4,3.1,0
3.64099E+14,,1,1387/07/09,31,2.9,3.2,0
3.64099E+14,,1,1387/08/08,29.2,2.9,3.2,0
3.64099E+14,,1,1387/09/07,26.2,3,3.2,0
3.64099E+14,,1,1387/10/08,26.2,3,3.1,0
3.64099E+14,,1,1387/11/08,27.8,3,3.1,0
3.64099E+14,,1,1387/12/08,27.2,3.5,3.2,0
3.64099E+14,,1,1388/01/08,27,2.9,3.2,0
3.64099E+14,,1,1388/02/08,23.2,3.6,3.2,0
3.64099E+14,,1,1388/03/07,18,3.6,3,0
3.64099E+14,,1,1388/04/06,25.5,2.99,3.07,0
3.64099E+14,,1,1388/06/07,19.2,5.5,3.4,0
3.64099E+14,,2,1388/10/04,16.8,3.8,3.4,0
3.64099E+14,,2,1388/11/04,15.4,3.5,3.25,0
3.64099E+14,,2,1388/12/04,13,3.5,3,0
3.64099E+14,,2,1389/01/04,12.4,3.9,3.2,0
3.64099E+14,,2,1389/02/05,17,4,3,0
3.64099E+14,,2,1389/03/05,17,4,3.4,0
3.64099E+14,,2,1389/04/06,18,4,3,0
3.64099E+14,,2,1389/05/05,14,4.9,3.1,0
3.64099E+14,,2,1389/06/04,11,5.2,3.4,0
3.64099E+14,,2,1389/07/04,10,4.9,3.3,0
3.64099E+14,,3,1389/11/04,30.6,3.9,3.1,0
3.64099E+14,,3,1389/12/03,40,3.5,3,0
3.64099E+14,,3,1390/01/05,39,3.2,3.2,0
3.64099E+14,,3,1390/02/04,36.2,3.3,3.1,0
3.64099E+14,,3,1390/03/04,35,3.4,3.1,0
3.64099E+14,,3,1390/04/05,25.4,3.5,3.2,0
3.64099E+14,,3,1390/05/05,21,4.2,3.3,0
3.64099E+14,,3,1390/06/06,21,3.9,3.1,0
3.64099E+14,,3,1390/07/05,14.6,4.1,3.2,0
3.64099E+14,,4,1391/04/01,31.6,3.5,3,0
3.64099E+14,,4,1391/05/03,41,3.1,3.1,0
3.64099E+14,,4,1391/06/05,44,2.5,3.2,0
3.64099E+14,,4,1391/07/03,41.6,3.2,3.2,0
3.64099E+14,,4,1391/08/04,19,3.4,3,0
3.64099E+14,,1,1388/05/07,23,3.9,3.4,0
3.64099E+14,,2,1388/07/07,19.4,4.2,3,0
3.64099E+14,,2,1388/09/04,20.4,3.2,3.1,0
3.64099E+14,,1,1387/04/07,36,3.5,3.1,0
3.64099E+14,,1,1387/05/07,37.6,2.9,3.1,0
3.64099E+14,,1,1387/06/06,36,2.8,3,0
3.64099E+14,,1,1387/07/09,31.8,3.1,3.3,0
3.64099E+14,,1,1387/08/08,34.8,3.2,3.2,0
3.64099E+14,,1,1387/09/07,25.6,3.1,3.2,0
3.64099E+14,,1,1387/10/08,30.6,3,3.2,0
3.64099E+14,,1,1387/11/08,23.4,3.8,3.1,0
3.64099E+14,,1,1387/12/08,26,3.5,3.3,0
3.64099E+14,,1,1388/01/08,22,3.6,3.15,0
3.64099E+14,,2,1388/04/06,44,2.27,3.15,0
3.64099E+14,,2,1388/10/04,16.2,4,3.1,0
3.64099E+14,,2,1388/11/04,12.4,4.4,3.5,0
3.64099E+14,,2,1388/12/04,14,4,3.2,0
3.64099E+14,,2,1389/01/04,15,4,3.1,0
3.64099E+14,,2,1389/02/05,22,4.3,3.1,0
3.64099E+14,,2,1389/03/05,16.4,4.1,3.25,0
3.64099E+14,,3,1389/06/04,41,3.4,3,0
3.64099E+14,,3,1389/07/04,43.6,3,3,0
3.64099E+14,,3,1389/08/04,43,3.3,3.1,0
3.64099E+14,,3,1389/09/05,40.2,3,2.75,0
3.64099E+14,,3,1389/10/04,35,3.2,3.2,0
3.64099E+14,,3,1389/11/04,34,3.4,3.1,0
3.64099E+14,,3,1389/12/03,41.6,3.2,3.2,0
3.64099E+14,,3,1390/01/05,32,3.7,3,0
3.64099E+14,,3,1390/02/04,31.6,3.6,3.1,0
3.64099E+14,,3,1390/03/04,26.6,3.9,3.1,0
3.64099E+14,,4,1390/06/06,41,3.4,3,0
3.64099E+14,,4,1390/07/05,39,3.6,2.8,0
3.64099E+14,,4,1390/08/06,37,3.5,3.1,0
3.64099E+14,,4,1390/09/04,32,3.5,3.2,0
3.64099E+14,,4,1390/10/04,35.4,3.3,3.3,0
3.64099E+14,,4,1390/11/06,36,3,3,0
3.64099E+14,,4,1390/12/06,38,3.9,3.1,0
3.64099E+14,,4,1391/04/01,24.4,4.6,3.2,0
3.64099E+14,,4,1391/05/03,16.4,4.1,3.3,0
3.64099E+14,,5,1391/08/04,36.6,3,3,0
3.64099E+14,,5,1391/09/03,50,2.5,3,0
3.64099E+14,,5,1391/10/03,41,3.2,2.9,0
3.64099E+14,,5,1391/11/04,36.4,4.2,3.2,0
3.64099E+14,,5,1391/12/02,33.2,4,3.14,0
3.64099E+14,,5,1392/01/02,27.4,3.9,3.1,0
3.64099E+14,,5,1392/02/05,23.4,4.1,3,0
3.64099E+14,,5,1392/03/05,12.6,3.7,3.1,0
3.64099E+14,,5,1392/04/04,20,3.9,3.2,0
3.64099E+14,,5,1392/05/03,19.4,4.7,3.2,0
3.64099E+14,,5,1392/06/06,15,4,3.2,0
3.64099E+14,,5,1392/07/03,10,4.2,3,0
3.64099E+14,,2,1388/05/07,46.8,3.6,3.2,0
3.64099E+14,,2,1388/06/07,44.8,3.2,3,0
3.64099E+14,,2,1388/07/07,45.4,4,3.1,0
3.64099E+14,,2,1388/08/05,30.4,3.8,3.4,0
3.64099E+14,,2,1388/09/04,27.2,3.5,3.1,0
3.64099E+14,,0,1387/04/07,27.8,3.25,3.1,0
3.64099E+14,,0,1387/05/07,32.2,2.9,3.2,0
3.64099E+14,,0,1387/06/06,33.4,3,3.1,0
3.64099E+14,,0,1387/07/09,30,3.2,3.2,0
3.64099E+14,,0,1387/08/08,30.6,3.3,3.3,0
3.64099E+14,,0,1387/09/07,29.2,3.2,3,0
3.64099E+14,,0,1387/10/08,29.8,3.3,3,0
3.64099E+14,,0,1387/11/08,29.8,3,3.2,0
3.64099E+14,,0,1387/12/08,30,3.4,3,0
3.64099E+14,,0,1388/03/07,25.6,2.4,3.15,0
3.64099E+14,,0,1388/04/06,35.4,3,3.23,0
3.64099E+14,,0,1388/10/04,34,3.8,3.2,0
3.64099E+14,,0,1388/11/04,31.4,3.7,3.3,0
3.64099E+14,,0,1388/12/04,29,3.7,3,0
3.64099E+14,,0,1389/01/04,23.4,4.4,3.4,0
3.64099E+14,,0,1389/04/06,42,2.7,3.1,0
3.64099E+14,,0,1389/05/05,41.6,3,3,0
3.64099E+14,,0,1389/06/04,42,2.8,2.7,0
3.64099E+14,,0,1389/07/04,35.4,3.1,2.9,0
3.64099E+14,,0,1389/08/04,36,2.8,2.6,0
3.64099E+14,,0,1389/09/05,38,3.2,3.2,0
3.64099E+14,,0,1389/10/04,40,3.2,3,0
3.64099E+14,,0,1389/11/04,21.8,3.7,3,0
3.64099E+14,,0,1389/12/03,26,4.6,3.05,0
3.64099E+14,,0,1390/01/05,20,4.5,3.25,0
3.64099E+14,,0,1390/02/04,41.4,3.4,3.1,0
3.64099E+14,,0,1390/03/04,36,3.1,3.1,0
3.64099E+14,,3,1390/04/05,35.4,3.4,3.4,0
3.64099E+14,,3,1390/05/05,32,3.8,3.2,0
3.64099E+14,,3,1390/06/06,28,4,3.1,0
3.64099E+14,,3,1390/07/05,28,3.6,3.1,0
3.64099E+14,,3,1390/08/06,19.4,4.5,2.9,0
3.64099E+14,,3,1390/09/04,16.4,4.9,3.2,0
3.64099E+14,,3,1390/10/04,13.2,4.1,3.1,0
3.64099E+14,,3,1390/11/06,10,3.9,3.2,0
3.64099E+14,,3,1390/12/06,8.4,5,3,0
3.64099E+14,,4,1391/04/01,41,3.1,3,0
3.64099E+14,,4,1391/05/03,45.4,2.6,2.8,0
3.64099E+14,,4,1391/06/05,38.4,2.2,3.2,0
3.64099E+14,,4,1391/07/03,40,2.9,2.9,0
3.64099E+14,,4,1391/08/04,35.8,3.4,3.4,0
3.64099E+14,,4,1391/09/03,34.6,2.9,3.1,0
3.64099E+14,,4,1391/10/03,31.6,3.1,3.1,0
3.64099E+14,,4,1391/11/04,32.6,3.9,3.2,0
3.64099E+14,,4,1391/12/02,26,3.7,3.2,0
3.64099E+14,,4,1392/01/02,24.4,4.5,3,0
3.64099E+14,,4,1392/02/05,18,4.4,3.1,0
3.64099E+14,,4,1392/03/05,21,4.1,3.2,0
3.64099E+14,,0,1388/05/07,40.2,3.4,3.1,0
3.64099E+14,,0,1388/06/07,43.8,3.4,3.1,0
3.64099E+14,,0,1388/07/07,38.4,3.3,3,0
3.64099E+14,,0,1388/08/05,39.2,3.3,3.2,0
3.64099E+14,,0,1388/09/04,37,3,2.8,0
3.64099E+14,,1,1387/04/07,31.8,4.2,3.2,0
3.64099E+14,,1,1387/05/07,34.2,3,3,0
3.64099E+14,,1,1387/06/06,32.8,3.2,3.2,0
3.64099E+14,,1,1387/07/09,30,3.1,3,0
3.64099E+14,,1,1387/08/08,39,2.6,3.1,0
3.64099E+14,,1,1387/09/07,35.6,3,3,0
3.64099E+14,,1,1387/10/08,33.6,3,3,0
3.64099E+14,,1,1387/11/08,42.4,2.8,3.1,0
3.64099E+14,,1,1387/12/08,37.8,3.3,3.3,0
3.64099E+14,,1,1388/01/08,35.2,2.8,3.1,0
3.64099E+14,,1,1388/02/08,37.4,3.3,3.2,0
3.64099E+14,,1,1388/03/07,36,3.2,3,0
