RegNo,BodyNo,HerdCode,BirthDate,BloodPercent,FatherCode,MotherCode,CancelDate,CompletedDate
3.64099E+14,153,,1380/09/15,87.5,3.64099E+14,3.64099E+14,1386/03/05,1381/02/25
3.64099E+14,154,,1380/09/21,100,3.64099E+14,3.64099E+14,1386/01/20,1381/02/25
3.64099E+14,155,,1380/10/08,50,3.64099E+14,0,1386/03/05,1381/02/25
3.64099E+14,0,,1380/10/30,100,3.64099E+14,3.64099E+14,1383/07/15,1381/02/25
3.64099E+14,158,,1380/11/27,100,3.64099E+14,3.64099E+14,1382/01/01,1381/02/25
3.64099E+14,158,,1380/12/09,100,3.64099E+14,3.64099E+14,1386/03/05,1381/02/25
3.64099E+14,159,,1381/01/18,100,3.64099E+14,3.64099E+14,1384/03/30,1381/01/25
3.64099E+14,160,,1381/01/19,100,3.64099E+14,3.64099E+14,1386/03/05,1381/01/26
3.64099E+14,161,,1381/01/21,75,3.64099E+14,3.64099E+14,1382/01/01,1381/01/28
3.64099E+14,162,,1381/01/21,100,3.64099E+14,3.64099E+14,1386/03/05,1381/01/28
3.64099E+14,163,,1381/01/23,100,3.64099E+14,3.64099E+14,1386/03/05,1381/01/30
3.64099E+14,164,,1381/01/24,100,3.64099E+14,3.64099E+14,1385/04/17,1381/01/31
3.64099E+14,165,,1381/01/28,50,0,0,1386/03/05,1381/02/04
3.64099E+14,166,,1381/02/19,87.5,3.64099E+14,3.64099E+14,1386/03/05,1381/02/26
3.64099E+14,167,,1381/05/07,100,3.64099E+14,3.64099E+14,1386/03/05,1381/05/14
3.64099E+14,168,,1381/07/12,100,3.64099E+14,3.64099E+14,1386/03/05,1381/07/19
3.64099E+14,159,,1381/01/18,100,3.64099E+14,3.64099E+14,1382/01/01,1381/01/25
3.64099E+14,184,,1382/05/03,100,3.64099E+14,3.64099E+14,1386/03/05,1382/05/10
3.64099E+14,185,,1382/05/04,100,3.64099E+14,3.64099E+14,1386/03/05,1382/05/11
3.64099E+14,186,,1382/05/22,50,3.64099E+14,0,1386/03/05,1382/05/29
3.64099E+14,187,,1382/06/03,100,3.64099E+14,3.64099E+14,1386/03/05,1382/06/10
3.64099E+14,188,,1382/08/27,87.5,3.64099E+14,3.64099E+14,1386/03/05,1382/09/04
3.64099E+14,189,,1382/09/01,87.5,3.64099E+14,3.64099E+14,1386/03/05,1382/09/08
3.64099E+14,190,,1382/09/10,100,3.64099E+14,3.64099E+14,1386/03/05,1382/09/17
3.64099E+14,191,,1382/09/12,100,3.64099E+14,3.64099E+14,1386/03/05,1382/09/19
3.64099E+14,169,,1381/07/29,100,3.64099E+14,3.64099E+14,1386/03/05,1381/08/06
3.64099E+14,170,,1381/09/28,75,3.64099E+14,3.64099E+14,1386/03/05,1381/10/05
3.64099E+14,171,,1381/10/14,87.5,3.64099E+14,3.64099E+14,1382/01/01,1381/10/21
3.64099E+14,172,,1381/10/28,100,3.64099E+14,3.64099E+14,1386/03/05,1381/11/05
3.64099E+14,173,,1381/10/03,87.5,3.64099E+14,3.64099E+14,1386/03/05,1381/10/10
3.64099E+14,174,,1381/11/07,100,3.64099E+14,3.64099E+14,1386/03/05,1381/11/14
3.64099E+14,175,,1381/11/18,100,3.64099E+14,3.64099E+14,1386/03/05,1381/11/25
3.64099E+14,176,,1381/11/28,100,3.64099E+14,3.64099E+14,1386/03/05,1381/12/05
3.64099E+14,177,,1382/03/18,100,3.64099E+14,3.64099E+14,1386/03/05,1382/03/25
3.64099E+14,178,,1381/12/15,100,3.64099E+14,3.64099E+14,1386/03/05,1381/12/22
3.64099E+14,179,,1382/01/31,87.5,3.64099E+14,3.64099E+14,1386/03/05,1382/02/07
3.64099E+14,180,,1382/03/30,50,0,0,1386/03/05,1382/04/06
3.64099E+14,181,,1382/02/19,100,3.64099E+14,3.64099E+14,1386/03/05,1382/02/26
3.64099E+14,182,,1382/03/01,81.25,3.64099E+14,3.64099E+14,1386/03/05,1382/03/08
3.64099E+14,183,,1382/03/26,100,3.64099E+14,3.64099E+14,1386/03/05,1382/04/02
3.64099E+14,8220,,1382/10/05,100,3.64099E+14,3.64099E+14,1388/01/01,1382/10/12
3.64099E+14,192,,1382/10/05,100,3.64099E+14,3.64099E+14,1386/03/05,1382/10/12
3.64099E+14,193,,1382/10/21,87.5,3.64099E+14,3.64099E+14,1386/03/05,1382/10/28
3.64099E+14,194,,1382/11/28,100,3.64099E+14,3.64099E+14,1386/03/05,1382/12/05
3.64099E+14,195,,1382/12/03,87.5,3.64099E+14,3.64099E+14,1386/03/05,1382/12/10
3.64099E+14,196,,1382/12/09,100,3.64099E+14,3.64099E+14,1386/03/05,1382/12/16
3.64099E+14,197,,1382/12/16,100,3.64099E+14,3.64099E+14,1386/03/05,1382/12/23
3.64099E+14,198,,1382/12/20,75,3.64099E+14,3.64099E+14,1386/03/05,1382/12/27
3.64099E+14,199,,1382/12/21,100,3.64099E+14,3.64099E+14,1386/03/05,1382/12/28
3.64099E+14,200,,1382/12/24,75,3.64099E+14,3.64099E+14,1386/03/05,1383/01/02
3.64099E+14,201,,1382/12/29,75,3.64099E+14,3.64099E+14,1386/03/05,1383/01/07
3.64099E+14,202,,1383/01/14,82.8125,3.64099E+14,3.64099E+14,1386/03/05,1383/01/21
3.64099E+14,203,,1383/01/27,100,3.64099E+14,3.64099E+14,1386/03/05,1383/02/03
3.64099E+14,204,,1383/01/27,100,3.64099E+14,3.64099E+14,1386/03/05,1383/02/03
3.64099E+14,205,,1383/01/28,75,3.64099E+14,3.64099E+14,1386/03/05,1383/02/04
3.64099E+14,206,,1383/02/10,100,3.64099E+14,3.64099E+14,1386/03/05,1383/02/17
3.64099E+14,208,,1383/02/24,87.5,3.64099E+14,3.64099E+14,1386/03/05,1383/02/31
3.64099E+14,209,,1383/02/29,100,3.64099E+14,3.64099E+14,1386/03/05,1383/03/05
3.64099E+14,210,,1383/03/07,100,3.64099E+14,3.64099E+14,1386/03/05,1383/03/14
3.64099E+14,211,,1383/03/12,100,3.64099E+14,3.64099E+14,1386/03/05,1383/03/19
3.64099E+14,212,,1383/03/22,100,3.64099E+14,3.64099E+14,1386/03/05,1383/03/29
3.64099E+14,213,,1383/04/22,100,3.64099E+14,3.64099E+14,1386/03/05,1383/04/29
3.64099E+14,124,,1379/05/24,87.5,3.64099E+14,3.64099E+14,1385/04/01,1379/05/31
3.64099E+14,214,,1383/06/08,75,3.64099E+14,3.64099E+14,1391/04/31,1383/06/15
3.64099E+14,215,,1383/06/20,100,3.64099E+14,3.64099E+14,1386/03/05,1383/06/27
3.64099E+14,216,,1383/08/18,100,3.64099E+14,3.64099E+14,1386/03/05,1383/08/25
3.64099E+14,217,,1383/08/22,100,3.64099E+14,3.64099E+14,1386/03/05,1383/08/29
3.64099E+14,218,,1383/09/03,81.25,3.64099E+14,3.64099E+14,1386/03/05,1383/09/10
3.64099E+14,219,,1383/09/11,100,3.64099E+14,3.64099E+14,1386/03/05,1383/09/18
3.64099E+14,220,,1383/09/17,100,3.64099E+14,3.64099E+14,1389/11/03,1383/09/24
3.64099E+14,221,,1383/10/13,100,3.64099E+14,3.64099E+14,1386/03/05,1383/10/20
3.64099E+14,222,,1383/10/06,100,3.64099E+14,3.64099E+14,1386/03/05,1383/10/13
3.64099E+14,223,,1383/10/29,100,3.64099E+14,3.64099E+14,1386/03/05,1383/11/06
3.64099E+14,224,,1383/11/07,100,3.64099E+14,3.64099E+14,1386/03/05,1383/11/14
3.64099E+14,225,,1383/11/08,100,3.64099E+14,3.64099E+14,1389/11/03,1383/11/15
3.64099E+14,227,,1383/12/01,100,3.64099E+14,3.64099E+14,1388/06/30,1383/12/08
3.64099E+14,228,,1383/12/15,100,3.64099E+14,3.64099E+14,1387/12/01,1383/12/22
3.64099E+14,229,,1383/12/25,68.75,3.64099E+14,3.64099E+14,1384/01/30,1384/01/02
3.64099E+14,230,,1383/12/26,84.375,3.64099E+14,3.64099E+14,1390/01/26,1384/01/03
3.64099E+14,231,,1384/01/11,100,8.4E+14,3.64099E+14,1386/03/05,1384/01/18
3.64099E+14,232,,1384/01/14,75,8.4E+14,3.64099E+14,1390/07/25,1384/01/21
3.64099E+14,233,,1384/01/19,100,8.4E+14,3.64099E+14,1392/12/28,1384/01/26
3.64099E+14,234,,1384/01/27,100,8.4E+14,3.64099E+14,1386/03/05,1384/02/03
3.64099E+14,235,,1384/01/28,100,8.4E+14,3.64099E+14,1386/03/05,1384/02/04
3.64099E+14,236,,1384/01/29,100,8.4E+14,3.64099E+14,1386/03/05,1384/02/05
3.64099E+14,237,,1384/02/23,100,8.4E+14,3.64099E+14,1388/06/30,1384/02/30
3.64099E+14,238,,1384/02/24,100,3.64099E+14,3.64099E+14,1391/10/01,1384/02/31
3.64099E+14,239,,1384/03/03,75,8.4E+14,3.64099E+14,1392/04/22,1384/03/10
3.64099E+14,240,,1384/03/04,87.5,8.4E+14,3.64099E+14,1388/05/10,1384/03/11
3.64099E+14,241,,1384/03/11,100,8.4E+14,3.64099E+14,1391/10/16,1384/03/18
3.64099E+14,242,,1384/03/22,100,3.64099E+14,3.64099E+14,1390/06/31,1384/03/29
3.64099E+14,243,,1384/04/05,100,8.4E+14,3.64099E+14,1390/12/01,1384/04/12
3.64099E+14,244,,1384/04/10,90.625,8.4E+14,3.64099E+14,1393/11/27,1384/04/17
3.64099E+14,245,,1384/04/25,100,8.4E+14,3.64099E+14,1394/05/01,1384/05/01
3.64099E+14,246,,1383/05/04,100,8.4E+14,3.64099E+14,1391/04/31,1383/05/11
3.64099E+14,247,,1384/05/09,75,8.4E+14,3.64099E+14,1388/12/01,1384/05/16
3.64099E+14,248,,1384/05/14,100,8.4E+14,3.64099E+14,1390/03/15,1384/05/21
3.64099E+14,249,,1384/06/22,100,3.64099E+14,3.64099E+14,1386/11/01,1384/06/29
3.64099E+14,250,,1384/07/07,100,8.4E+14,3.64099E+14,1385/04/01,1384/07/14
3.64099E+14,251,,1384/07/24,100,3.64099E+14,3.64099E+14,1389/08/24,1384/08/01
3.64099E+14,252,,1384/08/19,100,3.64099E+14,3.64099E+14,1390/12/01,1384/08/26
3.64099E+14,253,,1384/10/05,100,8.4E+14,3.64099E+14,1387/11/01,1384/10/12
3.64099E+14,254,,1384/10/12,100,3.64099E+14,3.64099E+14,1393/06/24,1384/10/19
3.64099E+14,255,,1384/10/20,100,3.64099E+14,3.64099E+14,1390/06/06,1384/10/27
3.64099E+14,256,,1384/11/05,100,3.64099E+14,3.64099E+14,1393/11/27,1384/11/12
3.64099E+14,257,,1384/11/19,100,8.4E+14,3.64099E+14,1395/12/16,1384/11/26
3.64099E+14,258,,1384/11/22,100,8.4E+14,3.64099E+14,1390/07/25,1384/11/29
3.64099E+14,0,,1384/11/30,100,8.4E+14,3.64099E+14,1384/12/25,1384/12/07
3.64099E+14,259,,1384/12/09,100,8.4E+14,3.64099E+14,1390/09/01,1384/12/16
3.64099E+14,260,,1384/12/19,100,3.64099E+14,3.64099E+14,1391/08/01,1384/12/26
3.64099E+14,261,,1384/12/29,100,8.4E+14,3.64099E+14,1391/01/03,1385/01/07
3.64099E+14,262,,1385/01/15,87.5,3.64099E+14,3.64099E+14,1388/02/10,1385/01/22
3.64099E+14,263,,1385/01/22,75,3.64099E+14,3.64099E+14,1390/12/01,1385/01/29
3.64099E+14,264,,1385/02/04,75,3.64099E+14,3.64099E+14,1390/02/01,1385/02/11
3.64099E+14,265,,1385/02/11,100,1.24E+14,3.64099E+14,1393/04/14,1385/02/18
3.64099E+14,266,,1385/02/22,100,3.64099E+14,3.64099E+14,1386/06/01,1385/02/29
3.64099E+14,267,,1385/02/28,100,3.64099E+14,3.64099E+14,1391/08/20,1385/03/04
3.64099E+14,268,,1385/03/02,87.5,8.4E+14,3.64099E+14,1391/08/20,1385/03/09
3.64099E+14,269,,1385/03/21,100,3.64099E+14,3.64099E+14,1392/07/10,1385/03/28
3.64099E+14,270,,1385/03/22,87.5,3.64099E+14,3.64099E+14,1392/06/24,1385/03/29
3.64099E+14,271,,1385/04/08,100,3.64099E+14,3.64099E+14,1388/12/01,1385/04/15
3.64099E+14,272,,1385/04/09,100,3.64099E+14,3.64099E+14,1390/07/25,1385/04/16
3.64099E+14,273,,1385/04/13,100,8.4E+14,3.64099E+14,1388/06/30,1385/04/20
3.64099E+14,274,,1385/04/16,100,3.64099E+14,3.64099E+14,1389/03/11,1385/04/23
3.64099E+14,0,,1385/04/21,91.40625,8.4E+14,3.64099E+14,1385/05/20,1385/04/28
3.64099E+14,0,,1385/05/04,100,8.4E+14,3.64099E+14,1385/05/20,1385/05/11
3.64099E+14,275,,1385/05/06,100,3.64099E+14,3.64099E+14,1389/03/11,1385/05/13
3.64099E+14,276,,1385/05/11,100,8.4E+14,3.64099E+14,1392/03/22,1385/05/18
3.64099E+14,277,,1385/06/01,100,3.64099E+14,3.64099E+14,1390/02/01,1385/06/08
3.64099E+14,278,,1385/06/16,75,3.64099E+14,3.64099E+14,1388/05/10,1385/06/23
3.64099E+14,279,,1385/07/05,75,3.64099E+14,3.64099E+14,1391/02/25,1385/07/12
3.64099E+14,280,,1385/08/08,90.625,3.64099E+14,3.64099E+14,1392/07/22,1385/08/15
3.64099E+14,281,,1385/08/22,100,3.64099E+14,3.64099E+14,1391/08/20,1385/08/29
3.64099E+14,282,,1385/08/28,100,3.64099E+14,3.64099E+14,1395/08/29,1385/09/05
3.64099E+14,283,,1385/08/30,100,3.64099E+14,3.64099E+14,1390/10/25,1385/09/07
3.64099E+14,284,,1385/09/08,100,3.64099E+14,3.64099E+14,1390/09/01,1385/09/15
3.64099E+14,285,,1385/09/12,100,3.64099E+14,3.64099E+14,1388/02/10,1385/09/19
3.64099E+14,286,,1385/09/16,100,3.64099E+14,3.64099E+14,1390/02/20,1385/09/23
3.64099E+14,287,,1385/09/20,100,3.64099E+14,3.64099E+14,1390/07/25,1385/09/27
3.64099E+14,288,,1385/09/20,100,3.64099E+14,3.64099E+14,1392/04/22,1385/09/27
3.64099E+14,289,,1385/11/01,87.5,3.64099E+14,3.64099E+14,1390/09/01,1385/11/08
3.64099E+14,290,,1385/11/01,100,3.64099E+14,3.64099E+14,1394/08/10,1385/11/08
3.64099E+14,291,,1385/11/04,100,3.64099E+14,3.64099E+14,1389/01/03,1385/11/11
3.64099E+14,292,,1385/11/11,100,3.64099E+14,3.64099E+14,1389/08/25,1385/11/18
3.64099E+14,293,,1385/11/13,100,3.64099E+14,3.64099E+14,1388/08/15,1385/11/20
3.64099E+14,294,,1385/11/19,100,3.64099E+14,3.64099E+14,1393/02/02,1385/11/26
3.64099E+14,295,,1385/12/06,87.5,3.64099E+14,3.64099E+14,1396/03/02,1385/12/13
3.64099E+14,296,,1385/12/09,100,3.64099E+14,3.64099E+14,1390/02/01,1385/12/16
3.64099E+14,297,,1385/12/14,87.5,3.64099E+14,3.64099E+14,1393/08/19,1385/12/21
3.64099E+14,298,,1385/12/19,100,3.64099E+14,3.64099E+14,1389/08/01,1385/12/26
3.64099E+14,299,,1386/01/11,100,3.64099E+14,3.64099E+14,1390/12/01,1386/01/18
3.64099E+14,300,,1386/01/28,100,3.64099E+14,3.64099E+14,1394/08/27,1386/02/04
3.64099E+14,301,,1386/02/03,100,3.64099E+14,3.64099E+14,1391/04/31,1386/02/10
3.64099E+14,302,,1386/02/23,100,3.64099E+14,3.64099E+14,1390/09/19,1386/02/30
3.64099E+14,303,,1386/02/31,100,3.64099E+14,3.64099E+14,1395/08/30,1386/03/07
3.64099E+14,304,,1386/03/06,87.5,3.64099E+14,3.64099E+14,1395/01/05,1386/03/13
3.64099E+14,305,,1386/03/09,92.1875,3.64099E+14,3.64099E+14,1393/08/28,1386/03/16
3.64099E+14,306,,1386/04/08,100,3.64099E+14,3.64099E+14,1391/10/01,1386/04/15
3.64099E+14,307,,1386/04/23,100,3.64099E+14,3.64099E+14,1393/06/24,1386/04/30
3.64099E+14,308,,1386/04/30,100,3.64099E+14,3.64099E+14,1393/11/27,1386/05/06
3.64099E+14,0,,1386/06/08,81.25,3.64099E+14,3.64099E+14,1386/07/03,1386/06/15
3.64099E+14,309,,1386/06/27,81.25,3.64099E+14,3.64099E+14,1389/08/25,1386/07/03
3.64099E+14,310,,1386/10/21,100,3.64099E+14,3.64099E+14,1393/05/01,1386/10/28
3.64099E+14,311,,1386/10/27,100,3.64099E+14,3.64099E+14,1393/05/01,1386/11/04
3.64099E+14,312,,1387/02/21,87.5,8.4E+14,3.64099E+14,1392/07/22,1387/02/28
3.64099E+14,313,,1387/03/14,100,8.4E+14,3.64099E+14,1391/04/31,1387/03/21
3.64099E+14,314,,1387/03/14,100,8.4E+14,3.64099E+14,1391/02/25,1387/03/21
3.64099E+14,315,,1387/03/22,100,3.64099E+14,3.64099E+14,1397/10/08,1387/03/29
3.64099E+14,316,,1387/03/22,100,8.4E+14,3.64099E+14,1391/02/25,1387/03/29
3.64099E+14,317,,1387/03/22,100,8.4E+14,3.64099E+14,1391/07/01,1387/03/29
3.64099E+14,318,,1387/03/24,100,8.4E+14,3.64099E+14,1390/02/01,1387/03/31
3.64099E+14,319,,1387/03/24,100,8.4E+14,3.64099E+14,1391/11/28,1387/03/31
3.64099E+14,320,,1387/03/24,100,8.4E+14,3.64099E+14,1397/10/08,1387/03/31
3.64099E+14,321,,1387/04/05,92.1875,3.64099E+14,3.64099E+14,1399/12/10,1387/04/12
3.64099E+14,322,,1387/04/24,87.5,3.64099E+14,3.64099E+14,1393/08/28,1387/04/31
3.64099E+14,323,,1387/04/25,100,1.24E+14,3.64099E+14,1392/04/22,1387/05/01
3.64099E+14,324,,1387/05/06,100,3.64099E+14,3.64099E+14,1390/08/17,1387/05/13
3.64099E+14,325,,1387/05/12,100,8.4E+14,3.64099E+14,1393/08/28,1387/05/19
3.64099E+14,326,,1387/08/20,100,8.4E+14,3.64099E+14,1396/11/01,1387/08/27
3.64099E+14,327,,1387/08/28,100,8.4E+14,3.64099E+14,1390/05/01,1387/09/05
3.64099E+14,328,,1387/09/10,100,3.64099E+14,3.64099E+14,1391/10/01,1387/09/17
3.64099E+14,329,,1387/09/28,100,8.4E+14,3.64099E+14,1394/07/17,1387/10/05
3.64099E+14,330,,1387/12/01,100,3.64099E+14,3.64099E+14,1391/02/25,1387/12/08
3.64099E+14,331,,1387/12/08,100,3.64099E+14,3.64099E+14,1391/02/25,1387/12/15
3.64099E+14,332,,1387/12/13,100,8.4E+14,3.64099E+14,1397/06/01,1387/12/20
3.64099E+14,333,,1387/12/24,100,3.64099E+14,3.64099E+14,1390/05/25,1388/01/01
3.64099E+14,334,,1388/01/04,100,8.4E+14,3.64099E+14,1391/10/16,1388/01/11
3.64099E+14,335,,1388/01/06,100,3.64099E+14,3.64099E+14,1391/10/01,1388/01/13
3.64099E+14,336,,1388/01/27,100,1.24E+14,3.64099E+14,1391/02/25,1388/02/03
3.64099E+14,337,,1388/02/02,100,3.64099E+14,3.64099E+14,1394/04/03,1388/02/09
3.64099E+14,338,,1388/02/09,100,3.64099E+14,3.64099E+14,1391/04/31,1388/02/16
3.64099E+14,339,,1388/02/10,100,1.24E+14,3.64099E+14,1390/12/01,1388/02/17
3.64099E+14,340,,1388/02/22,100,3.64099E+14,3.64099E+14,1394/07/05,1388/02/29
3.64099E+14,341,,1388/02/25,100,3.64099E+14,3.64099E+14,1390/12/01,1388/03/01
3.64099E+14,342,,1388/02/27,100,1.24E+14,3.64099E+14,1391/04/31,1388/03/03
3.64099E+14,343,,1388/03/02,100,3.64099E+14,3.64099E+14,1391/02/25,1388/03/09
3.64099E+14,0,,1388/03/17,100,3.64099E+14,3.64099E+14,1390/05/01,1388/03/24
3.64099E+14,0,,1388/03/18,100,3.64099E+14,3.64099E+14,1391/02/25,1388/03/25
3.64099E+14,0,,1388/04/07,87.5,3.64099E+14,3.64099E+14,1391/02/25,1388/04/14
3.64099E+14,0,,1388/04/07,50,0,3.64099E+14,1391/02/25,1388/04/14
3.64099E+14,348,,1388/05/22,100,3.64099E+14,3.64099E+14,1394/03/01,1388/05/29
3.64099E+14,349,,1388/05/25,100,3.64099E+14,3.64099E+14,1395/01/16,1388/06/01
3.64099E+14,350,,1388/06/01,87.5,3.64099E+14,3.64099E+14,1392/12/28,1388/06/08
3.64099E+14,351,,1388/06/19,100,8.4E+14,3.64099E+14,1392/01/05,1388/06/26
3.64099E+14,352,,1388/06/26,100,3.64099E+14,3.64099E+14,1396/07/01,1388/07/02
3.64099E+14,353,,1388/07/10,100,3.64099E+14,3.64099E+14,1393/02/02,1388/07/17
3.64099E+14,354,,1388/08/06,100,3.64099E+14,3.64099E+14,1391/10/16,1388/08/13
3.64099E+14,355,,1388/09/12,100,8.4E+14,3.64099E+14,1392/07/10,1388/09/19
3.64099E+14,356,,1388/09/25,100,8.4E+14,3.64099E+14,1394/03/04,1388/10/02
3.64099E+14,357,,1388/10/01,100,3.64099E+14,3.64099E+14,1391/12/12,1388/10/08
3.64099E+14,358,,1388/10/03,100,3.64099E+14,3.64099E+14,1393/08/28,1388/10/10
3.64099E+14,359,,1388/10/14,100,3.64099E+14,3.64099E+14,1396/07/01,1388/10/21
3.64099E+14,361,,1388/10/27,100,3.64099E+14,3.64099E+14,1391/01/15,1388/11/04
3.64099E+14,362,,1388/11/17,87.5,3.64099E+14,3.64099E+14,1393/11/27,1388/11/24
3.64099E+14,363,,1388/12/03,100,3.64099E+14,3.64099E+14,1395/01/05,1388/12/10
3.64099E+14,364,,1389/01/26,100,3.64099E+14,3.64099E+14,1391/02/25,1389/02/02
3.64099E+14,365,,1389/01/30,100,3.64099E+14,3.64099E+14,1391/02/25,1389/02/06
3.64099E+14,366,,1389/02/31,100,3.64099E+14,3.64099E+14,1395/02/22,1389/03/07
3.64099E+14,367,,1389/02/31,100,8.4E+14,3.64099E+14,1391/02/25,1389/03/07
3.64099E+14,368,,1389/03/09,100,3.64099E+14,3.64099E+14,1395/01/05,1389/03/16
3.64099E+14,369,,1389/03/09,100,3.64099E+14,3.64099E+14,1396/11/01,1389/03/16
3.64099E+14,370,,1389/03/11,100,8.4E+14,3.64099E+14,1397/08/20,1389/03/18
3.64099E+14,371,,1389/03/16,100,3.64099E+14,3.64099E+14,1391/02/25,1389/03/23
3.64099E+14,372,,1389/03/17,100,8.4E+14,3.64099E+14,1394/07/05,1389/03/24
3.64099E+14,373,,1389/03/24,100,8.4E+14,3.64099E+14,1394/07/05,1389/03/31
3.64099E+14,374,,1389/03/31,100,8.4E+14,3.64099E+14,1391/02/25,1389/04/07
3.64099E+14,375,,1389/04/01,87.5,3.64099E+14,3.64099E+14,1391/01/15,1389/04/08
3.64099E+14,376,,1389/04/01,100,3.64099E+14,3.64099E+14,1393/05/01,1389/04/08
3.64099E+14,377,,1389/04/02,100,8.4E+14,3.64099E+14,1394/11/27,1389/04/09
3.64099E+14,378,,1389/04/13,100,8.4E+14,3.64099E+14,1395/01/05,1389/04/20
3.64099E+14,379,,1389/04/17,100,8.4E+14,3.64099E+14,1394/07/05,1389/04/24
3.64099E+14,380,,1389/04/17,100,8.4E+14,3.64099E+14,1391/08/20,1389/04/24
3.64099E+14,382,,1389/05/04,100,8.4E+14,3.64099E+14,1395/01/05,1389/05/11
3.64099E+14,384,,1389/05/17,100,8.4E+14,3.64099E+14,1394/03/01,1389/05/24
3.64099E+14,386,,1389/05/27,100,8.4E+14,3.64099E+14,1393/02/01,1389/06/03
3.64099E+14,360,,1388/10/27,100,3.64099E+14,3.64099E+14,1397/06/01,1388/11/04
3.64099E+14,390,,1389/08/02,100,3.64099E+14,3.64099E+14,1393/08/19,1389/08/09
3.64099E+14,392,,1389/08/26,100,8.4E+14,3.64099E+14,1393/05/01,1389/09/03
3.64099E+14,393,,1389/09/02,100,8.4E+14,3.64099E+14,1392/04/16,1389/09/09
3.64099E+14,394,,1389/09/05,100,8.4E+14,3.64099E+14,1390/05/01,1389/09/12
3.64099E+14,395,,1389/09/11,100,8.4E+14,3.64099E+14,1395/01/05,1389/09/18
3.64099E+14,396,,1389/09/17,100,8.4E+14,3.64099E+14,1391/11/28,1389/09/24
3.64099E+14,398,,1389/10/13,100,8.4E+14,3.64099E+14,1393/11/27,1389/10/20
3.64099E+14,399,,1389/11/06,100,8.4E+14,3.64099E+14,1392/04/16,1389/11/13
3.64099E+14,401,,1389/11/10,100,8.4E+14,3.64099E+14,1391/01/15,1389/11/17
3.64099E+14,483,,1391/10/21,100,3.64099E+14,3.64099E+14,1399/12/10,1392/01/10
3.64099E+14,404,,1389/11/29,100,8.4E+14,3.64099E+14,1391/01/15,1389/12/06
3.64099E+14,405,,1389/12/02,100,8.4E+14,3.64099E+14,1393/08/28,1389/12/09
3.64099E+14,409,,1390/01/09,100,8.4E+14,3.64099E+14,1393/05/01,1390/01/16
3.64099E+14,414,,1390/02/19,100,8.4E+14,3.64099E+14,1392/06/24,1390/02/26
3.64099E+14,415,,1390/02/24,100,8.4E+14,3.64099E+14,1392/03/22,1390/02/31
3.64099E+14,416,,1390/02/27,100,8.4E+14,3.64099E+14,1392/04/16,1390/09/01
3.64099E+14,417,,1390/03/18,100,8.4E+14,3.64099E+14,1394/06/22,1390/03/25
3.64099E+14,419,,1390/03/31,100,8.4E+14,3.64099E+14,1392/04/16,1390/04/07
3.64099E+14,420,,1390/04/14,100,8.4E+14,3.64099E+14,1392/05/20,1390/09/01
3.64099E+14,422,,1390/05/06,100,8.4E+14,3.64099E+14,1392/05/20,1390/05/13
3.64099E+14,423,,1390/05/09,100,8.4E+14,3.64099E+14,1392/04/16,1390/05/16
3.64099E+14,424,,1390/05/13,100,8.4E+14,3.64099E+14,1392/06/24,1390/05/20
3.64099E+14,425,,1390/05/23,100,8.4E+14,3.64099E+14,1393/02/02,1390/05/30
3.64099E+14,426,,1390/05/26,100,8.4E+14,3.64099E+14,1392/06/24,1390/06/02
3.64099E+14,427,,1390/05/31,100,8.4E+14,3.64099E+14,1392/05/20,1390/06/07
3.64099E+14,428,,1390/06/01,100,8.4E+14,3.64099E+14,1392/06/24,1390/11/01
3.64099E+14,429,,1390/06/09,87.5,8.4E+14,3.64099E+14,1392/06/24,1390/11/01
3.64099E+14,430,,1390/06/10,100,3.64099E+14,3.64099E+14,1394/05/01,1390/11/01
3.64099E+14,432,,1390/06/28,100,8.4E+14,3.64099E+14,1392/06/24,1390/11/01
3.64099E+14,433,,1390/07/01,100,8.4E+14,3.64099E+14,1392/06/24,1390/11/01
3.64099E+14,434,,1390/07/16,100,8.4E+14,3.64099E+14,1392/06/24,1390/11/01
3.64099E+14,435,,1390/07/17,100,8.4E+14,3.64099E+14,1392/06/24,1390/11/01
3.64099E+14,438,,1390/08/14,100,8.4E+14,3.64099E+14,1392/06/24,1390/11/01
3.64099E+14,445,,1390/11/14,100,2.50004E+14,3.64099E+14,1394/07/05,1391/02/31
3.64099E+14,446,,1390/11/16,100,8.4E+14,3.64099E+14,1395/06/22,1391/02/31
3.64099E+14,448,,1390/12/07,100,8.4E+14,3.64099E+14,1395/03/18,1391/02/31
3.64099E+14,449,,1390/12/13,100,8.4E+14,3.64099E+14,1393/11/01,1391/02/31
3.64099E+14,450,,1390/12/19,100,8.4E+14,3.64099E+14,1393/02/02,1391/02/31
3.64099E+14,452,,1390/12/23,100,8.4E+14,3.64099E+14,1393/02/01,1391/02/31
3.64099E+14,453,,1390/12/29,100,2.50004E+14,3.64099E+14,1395/01/16,1391/02/31
3.64099E+14,454,,1391/01/15,100,3.64099E+14,3.64099E+14,1394/07/05,1391/02/31
3.64099E+14,455,,1391/02/25,100,8.4E+14,3.64099E+14,1397/09/24,1391/06/10
3.64099E+14,457,,1391/03/13,100,3.64099E+14,3.64099E+14,1397/09/24,1391/06/10
3.64099E+14,464,,1391/05/17,100,8.4E+14,3.64099E+14,1395/01/16,1391/06/10
